117.8	2.002	0.1		0.0001
102.8	1.979	0.1		0.0001
87.8	1.963	0.1		0.0001
72.8	1.956	0.1		0.0001
57.8	1.959	0.1		0.0001
42.8	1.979	0.1		0.0001
27.8	2.000	0.1		0.0001
12.8	2.039	0.1		0.0001
