117.8	1.992	0.1		0.0001
102.8	1.935	0.1		0.0001
87.8	1.907	0.1		0.0001
72.8	1.903	0.1		0.0001
57.8	1.919	0.1		0.0001
42.8	1.951	0.1		0.0001
27.8	1.996	0.1		0.0001
12.8	2.051	0.1		0.0001
