Time	Velocity
0.9580	0.60
1.9816	0.60
2.9710	0.60
3.9945	0.60
4.9839	0.60
6.0075	0.60
6.9969	0.60
8.0205	0.60
9.0099	0.60
10.0334	0.60
11.0228	0.60
12.0465	0.60
13.0358	0.60
14.0595	0.60
15.0488	0.60
16.0725	0.59
17.0617	0.59
18.0855	0.59
19.0747	0.59
20.0984	0.59
21.0877	0.59
22.1113	0.59
23.1007	0.59
24.1243	0.59
25.1136	0.59
26.1372	0.59
27.1266	0.59
28.1502	0.59
29.1394	0.59
30.1632	0.59
31.1524	0.59
32.1761	0.59
33.1654	0.59
34.1891	0.59
35.1783	0.59
36.2020	0.59
37.1912	0.59
38.2150	0.59
39.2041	0.59
40.2280	0.59
41.2171	0.59
42.2409	0.59
43.2301	0.59
44.2539	0.59
45.2430	0.59
46.2668	0.59
47.2559	0.59
48.2798	0.59
49.2689	0.59
50.2927	0.59
51.2818	0.59
52.3057	0.59
53.2947	0.59
54.3186	0.58
55.3076	0.58
56.3316	0.58
57.3206	0.58
58.3445	0.58
59.3336	0.58
60.3575	0.58
61.3465	0.58
62.3705	0.58
63.3594	0.58
64.3834	0.58
65.3724	0.58
66.3963	0.58
67.3852	0.58
68.4093	0.58
69.3982	0.58
70.4222	0.58
71.4111	0.58
72.4351	0.58
73.4240	0.58
74.4481	0.58
75.4369	0.58
76.4609	0.58
77.4498	0.58
78.4739	0.58
79.4627	0.58
80.4867	0.58
