1.045	1.994	0.01	0.0001
2.044	1.997	0.01	0.0001
3.012	2.001	0.01	0.0001
4.012	2.005	0.01	0.0001
5.061	2.009	0.01	0.0001
6.011	2.013	0.01	0.0001
7.044	2.017	0.01	0.0001
