61216.973861,0.01171875
61217.488861,0.02734375
61217.550861,0.01171875
61217.612861,0
61217.664861,0.01171875
61217.725861,0
61217.787861,0.0078125
61217.839861,0.00390625
61217.890861,0.00390625
61217.951861,0.00390625
61218.012861,0
61218.075861,-0.00390625
61218.126861,0.0078125
61218.178861,0.00390625
61218.228861,0.00390625
61218.280861,0.0078125
61218.331861,-0.0078125
61218.383861,0
61218.434861,-0.00390625
61218.485861,0.00390625
61218.546861,0.00390625
61218.598861,0.00390625
61218.670861,0.01171875
61218.731861,0.0078125
61218.783861,0.01171875
61218.836861,0.015625
61218.887861,0.01953125
61218.969861,0.015625
61219.032861,0.0234375
61219.084861,0.02734375
61219.137861,0.02734375
61219.188861,0.03125
61219.269861,0.03515625
61219.320861,0.03125
61219.371861,0.03515625
61219.433861,0.0234375
61219.484861,0.03125
61219.535861,0.0234375
61219.587861,0.0234375
61219.638861,0.0234375
61219.689861,0.0234375
61219.750861,0.015625
61219.802861,0.0078125
61219.873861,0.0078125
61219.924861,0.01171875
61219.986861,0.00390625
61220.050861,-0.0078125
61220.111861,-0.015625
61220.173861,-0.0078125
61220.224861,-0.01953125
61220.285861,-0.0078125
61220.347861,-0.015625
61220.399861,-0.01953125
61220.472861,-0.0234375
61220.535861,-0.01953125
61220.586861,-0.0078125
61220.639861,-0.0078125
61220.690861,-0.00390625
61220.772861,0.0078125
61220.824861,0
61220.895861,0.0078125
61220.967861,0.01171875
61221.018861,0.01171875
61221.131861,0.015625
61221.203861,0.01171875
61221.287861,0.0078125
61221.359861,-0.00390625
61221.433861,-0.0078125
61221.505861,0
61221.566861,0
61221.640861,0.00390625
61221.691861,0.01171875
61221.773861,0.01171875
61221.836861,0.0234375
61221.928861,0.0234375
61221.980861,0.02734375
61222.042861,0.015625
61222.114861,0.0234375
61222.186861,0.0234375
61223.623861,0.0078125
61223.675861,0.02734375
61223.726861,0.03515625
61223.829861,0.02734375
61223.900861,0.03515625
61223.972861,0.02734375
61224.034861,0.015625
61224.107861,0.01953125
61224.188861,0.01953125
61224.261861,0.015625
61224.312861,0.01171875
61224.437861,0.0078125
61224.489861,0.01171875
61224.551861,0.0078125
61224.602861,0.00390625
61224.674861,0.01171875
61224.726861,0.01171875
61224.808861,0.00390625
61224.890861,0.015625
61224.984861,0.0078125
61225.036861,0.01171875
61225.087861,0.01171875
61225.138861,0.015625
61225.200861,0.01171875
61225.271861,0.015625
61225.343861,0.0078125
61225.470861,0.0078125
61225.529861,0.0078125
61225.611861,0.01953125
61225.662861,0.015625
61225.733861,0.0078125
61225.795861,0.015625
61225.867861,0.015625
61225.949861,0.01171875
61226.021861,0.0703125
61226.092861,0.09765625
61226.174861,0.00390625
61226.235861,-0.04296875
61226.318861,-0.1171875
61226.390861,-0.125
61226.472861,-0.015625
61226.523861,0.0234375
61226.595861,0.05859375
61226.667861,0.05859375
61226.729861,0.015625
61226.811861,-0.02734375
61226.882861,-0.11328125
61226.964861,-0.18359375
61227.026861,-0.15234375
61227.128861,-0.1171875
61227.201861,-0.15234375
61227.272861,-0.19921875
61227.324861,-0.30078125
61227.436861,-0.44140625
61227.508861,-0.48828125
61227.570861,-0.46875
61227.631861,-0.390625
61227.734861,-0.28125
61227.815861,-0.15625
61227.877861,-0.11328125
61227.928861,-0.109375
61228.030861,-0.13671875
61228.112861,-0.140625
61228.183861,-0.1171875
61228.265861,-0.1171875
61228.337861,-0.08203125
61228.398861,-0.05078125
61228.450861,-0.046875
61228.502861,-0.0625
61228.624861,-0.05859375
61228.676861,-0.04296875
61228.727861,-0.046875
61228.808861,-0.0546875
61228.912861,-0.0546875
61229.003861,-0.05078125
61229.075861,-0.05078125
61229.156861,-0.046875
61229.218861,-0.0234375
61229.280861,-0.00390625
61229.352861,0.01171875
61229.454861,-0.01171875
61229.526861,-0.04296875
61229.598861,-0.0859375
61229.722861,-0.11328125
61229.814861,-0.08984375
61229.885861,-0.06640625
61229.958861,-0.046875
61230.010861,-0.02734375
61230.071861,-0.01953125
61230.122861,-0.0390625
61230.184861,-0.04296875
61230.255861,-0.07421875
61230.306861,-0.1015625
61230.377861,-0.09375
61230.429861,-0.078125
61230.503861,-0.04296875
61230.554861,0.02734375
61230.605861,0.08984375
61230.697861,0.13671875
61230.769861,0.13671875
61230.830861,0.09375
61230.891861,0.05078125
61230.963861,0.015625
61231.035861,0.0078125
61231.106861,0.02734375
61231.178861,0.0390625
61231.259861,0.04296875
61231.337861,0.0390625
61231.408861,0.04296875
61231.469861,0.0078125
61231.521861,0
61231.633861,0.00390625
61231.704861,-0.015625
61231.777861,-0.05859375
61231.868861,-0.09375
61231.939861,-0.125
61231.991861,-0.1015625
61232.072861,-0.0703125
61232.123861,-0.0625
61232.235861,-0.07421875
61232.297861,-0.0703125
61232.388861,-0.0703125
61232.470861,-0.06640625
61232.521861,-0.07421875
61232.572861,-0.0546875
61232.654861,-0.0390625
61232.705861,-0.01953125
61232.807861,0.078125
61232.859861,0.109375
61232.930861,0.1328125
61233.001861,0.15234375
61233.073861,0.140625
61233.134861,0.0859375
61233.185861,0.04296875
61233.266861,0.01171875
61233.318861,-0.01171875
61233.400861,0.0390625
61233.472861,0.06640625
61233.554861,0.08203125
61233.615861,0.078125
61233.727861,0.05078125
61233.808861,0.0078125
61233.879861,-0.015625
61233.962861,0
61234.034861,0.0546875
61234.106861,0.05859375
61234.167861,0.046875
61234.218861,0.01953125
61234.289861,-0.01171875
61234.391861,-0.00390625
