,City,Latitude,Longitude,Max Temp,Wind Speed,Cloudiness,Description,Humidity
350,port pirie,-33.1833,138.0167,286.15,1.54,90.0,overcast clouds,82.0
351,itarema,-2.9248,-39.9167,297.81,3.49,100.0,overcast clouds,85.0
352,hamilton,39.1834,-84.5333,292.04,1.54,20.0,few clouds,55.0
353,port-cartier,50.0334,-66.8654,280.15,1.03,75.0,broken clouds,65.0
354,gondanglegi,-7.7479,112.0132,300.3,4.63,0.0,clear sky,76.0
355,jiuquan,39.7432,98.5174,290.02,1.47,65.0,broken clouds,25.0
356,posse,-14.0931,-46.3694,292.5,2.16,100.0,overcast clouds,53.0
357,sandwick,60.0,-1.25,281.15,1.03,90.0,overcast clouds,93.0
358,southbridge,42.0751,-72.0334,293.15,3.6,1.0,clear sky,22.0
359,shingu,33.7333,135.9833,295.15,4.63,75.0,broken clouds,88.0
360,moyale,3.5167,39.0584,294.88,2.81,98.0,overcast clouds,55.0
361,mayumba,-3.432,10.6554,299.14,2.95,88.0,overcast clouds,87.0
362,businga,3.3333,20.8833,294.3,0.33,100.0,overcast clouds,96.0
363,axim,4.8699,-2.2405,299.81,2.86,100.0,overcast clouds,84.0
364,yate,51.5407,-2.4184,281.48,0.45,75.0,broken clouds,91.0
365,russell,32.3502,-85.1999,297.15,2.15,1.0,clear sky,60.0
366,antiguo morelos,22.5495,-99.0812,302.04,7.15,100.0,overcast clouds,70.0
367,tacuarembo,-31.7333,-55.9833,283.98,1.18,100.0,overcast clouds,66.0
368,lorengau,-2.0226,147.2712,303.64,5.38,100.0,overcast clouds,69.0
369,camacha,33.0833,-16.3333,292.15,6.17,75.0,broken clouds,72.0
370,esperance,-33.8667,121.9,285.15,5.66,28.0,scattered clouds,82.0
371,yining,29.0361,114.5636,295.45,2.65,100.0,light rain,95.0
372,balangiga,11.1097,125.3875,301.82,4.98,99.0,light rain,80.0
373,aquiraz,-3.9014,-38.3911,299.26,1.54,75.0,broken clouds,94.0
374,lillesand,58.2488,8.3778,281.48,3.09,90.0,overcast clouds,87.0
375,puerto carreno,6.189,-67.4859,300.97,2.21,99.0,overcast clouds,75.0
376,dayong,25.0209,118.2898,303.15,3.0,0.0,clear sky,70.0
377,winona,43.9666,-91.7668,289.26,3.09,40.0,scattered clouds,72.0
378,beira,-19.8436,34.8389,294.15,2.97,0.0,clear sky,94.0
379,linjiang,41.8069,126.9078,285.28,1.46,100.0,overcast clouds,77.0
380,abeche,13.8292,20.8324,299.54,4.06,15.0,few clouds,7.0
381,at-bashi,41.1702,75.8106,276.95,1.0,91.0,overcast clouds,94.0
382,tiznit,29.5833,-9.5,294.91,0.9,0.0,clear sky,41.0
383,acapulco,16.8634,-99.8901,303.15,5.66,40.0,scattered clouds,79.0
384,kaspiyskiy,45.3929,47.3707,292.85,5.17,0.0,clear sky,65.0
385,novonukutskiy,53.7002,102.7117,283.01,6.87,100.0,light rain,82.0
386,college,64.8569,-147.8028,290.15,4.63,75.0,broken clouds,34.0
387,skelleftea,64.7507,20.9528,281.15,2.57,90.0,overcast clouds,93.0
388,durant,33.994,-96.3708,298.15,5.66,1.0,clear sky,53.0
389,naujoji akmene,56.3167,22.9,284.15,1.03,90.0,overcast clouds,87.0
390,albanel,48.8832,-72.4487,287.15,1.03,71.0,broken clouds,67.0
391,gamba,-2.65,10.0,298.61,2.87,100.0,overcast clouds,89.0
392,chuy,-33.6971,-53.4616,284.68,1.69,99.0,overcast clouds,79.0
393,lokosovo,61.1333,74.8167,280.03,5.01,100.0,overcast clouds,77.0
394,marzuq,14.4,46.4667,299.92,2.42,7.0,clear sky,33.0
395,tukrah,32.5341,20.5791,290.79,4.2,3.0,clear sky,78.0
396,bambous virieux,-20.3428,57.7575,297.59,5.14,20.0,few clouds,73.0
397,mount isa,-20.7333,139.5,293.15,6.17,0.0,clear sky,24.0
398,salinas,36.6777,-121.6555,288.15,6.69,90.0,overcast clouds,67.0
399,shirochanka,46.6497,38.3978,289.25,3.81,29.0,scattered clouds,73.0
400,thunder bay,48.4001,-89.3168,290.15,5.14,20.0,few clouds,39.0
401,silver city,32.7701,-108.2803,300.15,8.23,1.0,clear sky,12.0
402,shache,38.4167,77.2406,286.5,2.05,7.0,clear sky,49.0
403,deputatskiy,69.3,139.9,270.69,1.7,81.0,broken clouds,93.0
404,nemuro,43.3236,145.575,284.15,5.66,75.0,mist,100.0
405,makakilo city,21.3469,-158.0858,301.15,5.14,20.0,few clouds,47.0
406,magistralnyy,56.1725,107.4458,279.48,3.98,100.0,overcast clouds,57.0
407,havelock,34.8791,-76.9013,290.37,1.34,4.0,clear sky,54.0
408,richards bay,-28.783,32.0377,292.33,2.68,0.0,clear sky,35.0
409,sao luiz gonzaga,-28.4083,-54.9608,287.75,2.8,0.0,clear sky,73.0
410,karratha,-20.7377,116.8463,297.04,8.48,0.0,clear sky,32.0
411,boende,-0.2167,20.8667,295.02,0.7,100.0,overcast clouds,98.0
412,brae,60.3964,-1.353,281.15,1.03,90.0,overcast clouds,93.0
413,tyret pervaya,53.6703,102.3106,283.35,7.25,100.0,light rain,79.0
414,cidreira,-30.1811,-50.2056,289.51,3.12,1.0,clear sky,77.0
415,kroya,-7.6331,109.2461,300.17,2.84,85.0,overcast clouds,77.0
416,terny,50.9833,33.9833,286.07,2.73,90.0,overcast clouds,89.0
417,kabo,7.6994,18.629,295.91,4.02,100.0,overcast clouds,87.0
418,staraya poltavka,50.4772,46.4814,290.34,3.09,8.0,clear sky,44.0
419,nuuk,64.1835,-51.7216,277.15,2.57,75.0,broken clouds,81.0
420,zhongshu,24.5167,103.7667,295.14,3.57,3.0,clear sky,57.0
421,soderhamn,61.3037,17.0592,279.82,1.29,100.0,overcast clouds,98.0
422,gombong,-7.6072,109.5142,300.17,1.8,69.0,broken clouds,76.0
423,oyon,-10.6681,-76.7731,280.93,0.94,92.0,overcast clouds,87.0
424,stekene,51.2148,4.0335,283.71,5.39,19.0,few clouds,89.0
425,pizarro,4.9533,-77.366,299.25,2.88,78.0,broken clouds,88.0
426,peniche,39.3558,-9.3811,290.37,4.02,82.0,broken clouds,91.0
427,mercedes,-34.6515,-59.4307,284.82,2.38,47.0,scattered clouds,96.0
428,los llanos de aridane,28.6585,-17.9182,293.15,7.72,0.0,clear sky,77.0
429,storsteinnes,69.2408,19.2344,277.15,1.03,90.0,overcast clouds,81.0
430,champerico,14.3,-91.9167,301.15,3.09,75.0,broken clouds,78.0
431,zbarazh,49.6636,25.7762,281.9,2.77,8.0,clear sky,90.0
432,panaba,21.2833,-88.2667,299.32,4.78,100.0,overcast clouds,74.0
433,ginir,7.1333,40.7,287.1,2.74,86.0,overcast clouds,86.0
434,fujin,47.26,132.0322,291.33,6.32,100.0,overcast clouds,41.0
435,niwari,28.8833,77.5333,305.37,2.4,20.0,haze,50.0
436,tocache,-8.1842,-76.5125,294.76,0.9,98.0,overcast clouds,96.0
437,inhambane,-23.865,35.3833,293.36,4.57,0.0,clear sky,88.0
438,novyye burasy,52.1324,46.0714,290.93,0.45,86.0,overcast clouds,45.0
439,santa rosa,14.3122,121.1114,304.82,3.6,20.0,few clouds,66.0
440,butembo,0.15,29.2833,287.24,1.27,84.0,broken clouds,97.0
441,oskemen,49.9565,82.6119,283.15,0.42,0.0,clear sky,87.0
442,alice,27.7523,-98.0697,300.15,9.77,40.0,scattered clouds,73.0
443,houma,29.5958,-90.7195,295.93,3.09,1.0,clear sky,64.0
444,port moresby,-9.4431,147.1797,303.15,1.54,40.0,haze,70.0
445,glenwood springs,39.5505,-107.3248,299.15,3.6,99.0,overcast clouds,25.0
446,san matias,-16.3667,-58.4,298.13,0.56,68.0,broken clouds,55.0
447,kenai,60.5544,-151.2583,282.15,6.17,20.0,few clouds,76.0
448,tonstad,58.6626,6.7169,280.37,0.54,100.0,light rain,94.0
449,auki,-8.7676,160.7034,303.27,1.64,33.0,scattered clouds,66.0
450,hasaki,35.7333,140.8333,297.04,6.17,75.0,moderate rain,60.0
451,comodoro rivadavia,-45.8667,-67.5,283.15,4.12,0.0,clear sky,66.0
452,lahaina,20.8783,-156.6825,301.15,11.32,20.0,few clouds,51.0
453,utete,-7.986,38.758,294.1,0.91,82.0,broken clouds,95.0
454,severnoye,56.3491,78.3619,288.33,2.56,100.0,overcast clouds,79.0
455,waingapu,-9.6567,120.2641,301.1,6.4,32.0,scattered clouds,67.0
456,tarakan,3.3,117.6333,301.15,1.54,40.0,scattered clouds,89.0
457,ahipara,-35.1667,173.1667,292.67,4.74,1.0,clear sky,67.0
458,bograd,54.2344,90.8328,285.15,2.0,40.0,light rain,82.0
459,cockburn town,21.4612,-71.1419,299.15,3.09,40.0,scattered clouds,78.0
460,sidi ali,36.0998,0.4206,291.87,1.24,0.0,clear sky,45.0
461,garautha,25.5667,79.3,306.72,0.78,61.0,broken clouds,29.0
462,walvis bay,-22.9575,14.5053,288.15,1.54,0.0,clear sky,72.0
463,krasnoselkup,65.7,82.4667,268.6,2.23,18.0,few clouds,69.0
464,macusani,-14.0833,-70.4333,272.38,0.36,91.0,overcast clouds,88.0
465,negrasi,44.6,25.1167,286.44,3.72,100.0,overcast clouds,92.0
466,dongsheng,39.8161,109.9776,282.2,5.41,100.0,overcast clouds,35.0
467,pudozh,61.8099,36.5345,287.03,2.54,100.0,overcast clouds,96.0
468,poum,-20.2333,164.0167,298.92,5.9,94.0,overcast clouds,75.0
469,palas,-5.6519,105.6801,301.35,1.4,17.0,few clouds,75.0
470,prainha,-1.8,-53.48,296.84,1.52,100.0,overcast clouds,95.0
471,maine-soroa,13.2114,12.0241,302.84,2.69,98.0,overcast clouds,18.0
472,praia da vitoria,38.7333,-27.0667,291.15,3.01,40.0,scattered clouds,94.0
473,laupheim,48.2333,9.8833,280.37,5.66,19.0,few clouds,87.0
474,kasempa,-13.4584,25.8338,287.1,1.59,5.0,clear sky,65.0
475,kununurra,-15.7667,128.7333,297.15,7.72,0.0,clear sky,31.0
476,simbahan,6.3032,120.5836,302.36,0.85,100.0,overcast clouds,73.0
477,virden,39.5009,-89.7679,289.82,1.34,100.0,overcast clouds,67.0
478,suluq,31.6682,20.2521,291.33,6.48,61.0,broken clouds,79.0
479,mackay,-21.15,149.2,293.71,6.69,0.0,clear sky,42.0
480,kouroussa,10.65,-9.8833,297.85,2.72,96.0,overcast clouds,71.0
481,tralee,52.2704,-9.7026,281.8,1.84,97.0,overcast clouds,95.0
482,srednekolymsk,67.45,153.6833,276.36,3.87,5.0,clear sky,77.0
483,rusape,-18.5278,32.1284,285.05,2.47,0.0,clear sky,63.0
484,omboue,-1.5746,9.2618,298.6,2.21,81.0,moderate rain,90.0
485,katsuura,35.1333,140.3,295.93,6.69,75.0,light rain,64.0
486,havre-saint-pierre,50.2334,-63.5986,280.15,3.6,90.0,overcast clouds,76.0
487,maldonado,-34.6667,-54.9167,284.82,1.54,100.0,fog,100.0
488,yozgat,39.5833,35.3333,286.69,0.75,3.0,clear sky,61.0
489,amapa,1.0,-52.0,295.28,0.82,100.0,overcast clouds,99.0
490,zhoucheng,35.9122,116.3117,287.04,0.89,100.0,light rain,1.0
491,keuruu,62.2667,24.7,285.93,1.54,0.0,clear sky,100.0
492,tricase,39.9304,18.3553,289.26,1.03,0.0,clear sky,100.0
493,jaque,7.5175,-78.1703,300.09,0.96,100.0,overcast clouds,83.0
494,kloulklubed,7.0419,134.2556,301.15,4.63,90.0,overcast clouds,83.0
495,bambanglipuro,-7.95,110.2833,300.42,3.22,8.0,clear sky,75.0
496,mgandu,-5.95,34.1333,289.45,2.57,52.0,broken clouds,88.0
497,baruun-urt,46.6806,113.2792,287.28,1.88,4.0,clear sky,19.0
498,saint-francois,46.4154,3.9054,283.15,2.06,0.0,clear sky,81.0
499,ixtapa,20.7,-105.2,302.15,2.06,20.0,few clouds,58.0
500,zyryanovsk,49.7386,84.2719,287.13,0.36,5.0,clear sky,62.0
501,quartucciu,39.2519,9.1794,289.82,0.51,0.0,clear sky,67.0
502,bangui,4.3612,18.555,294.15,0.51,40.0,scattered clouds,88.0
503,dongli,23.5656,116.8194,303.15,2.0,40.0,scattered clouds,70.0
504,bairiki,1.3292,172.9752,304.15,7.2,40.0,scattered clouds,70.0
505,betanzos,43.2804,-8.2147,289.15,3.6,75.0,broken clouds,100.0
506,teknaf,20.8624,92.3058,301.41,1.9,37.0,scattered clouds,81.0
507,port blair,11.6667,92.75,300.15,0.51,40.0,scattered clouds,89.0
508,henties bay,-22.116,14.2845,290.43,3.21,0.0,clear sky,84.0
509,contamana,-7.3333,-75.0167,295.76,0.35,62.0,broken clouds,96.0
510,carroll,39.5501,-77.0164,292.15,2.33,1.0,clear sky,37.0
511,bundaberg,-24.85,152.35,291.15,4.63,0.0,clear sky,36.0
512,brantford,43.1334,-80.2664,292.15,2.06,75.0,broken clouds,34.0
513,panarukan,-7.7018,113.9184,301.52,0.88,0.0,clear sky,64.0
514,masuguru,-11.3667,38.4167,292.39,1.18,33.0,scattered clouds,90.0
515,nyurba,63.2842,118.3319,277.93,3.73,100.0,light rain,91.0
516,dahra,36.2546,0.8519,295.15,1.13,0.0,clear sky,23.0
517,sola,-13.8833,167.55,304.15,2.06,75.0,broken clouds,79.0
518,dunedin,-45.8742,170.5036,285.93,4.02,0.0,clear sky,65.0
519,alofi,-19.0595,-169.9187,301.15,5.14,4.0,clear sky,74.0
520,papetoai,-17.4961,-149.8729,303.15,3.6,40.0,light rain,62.0
521,santa vitoria do palmar,-33.5189,-53.3681,285.06,1.69,95.0,overcast clouds,78.0
522,noyabrsk,63.1994,75.4507,274.16,5.56,100.0,light snow,92.0
523,yulara,-25.2406,130.9889,287.15,6.69,5.0,clear sky,54.0
524,manokwari,-0.8667,134.0833,301.86,1.74,89.0,overcast clouds,71.0
525,talnakh,69.4865,88.3972,264.99,1.84,98.0,light snow,92.0
526,cururupu,-1.8283,-44.8683,295.93,1.02,100.0,light rain,97.0
527,dungarvan,52.0881,-7.6253,283.71,0.89,98.0,overcast clouds,89.0
528,olenegorsk,68.15,33.3,274.27,0.99,100.0,overcast clouds,97.0
529,sar-e pul,35.8333,66.1667,286.55,0.55,19.0,few clouds,43.0
530,kreminna,49.0495,38.2179,288.36,1.87,0.0,clear sky,73.0
531,acarau,-2.8856,-40.12,298.18,3.77,100.0,overcast clouds,84.0
532,mangan,27.5167,88.5333,295.69,0.5,99.0,overcast clouds,67.0
533,galle,6.0367,80.217,301.14,5.08,100.0,overcast clouds,82.0
534,niquelandia,-14.4739,-48.4597,295.98,1.39,100.0,overcast clouds,52.0
535,kibaya,-5.3,36.5667,287.59,1.99,85.0,overcast clouds,93.0
536,jumla,29.2747,82.1838,286.07,1.32,95.0,overcast clouds,63.0
537,jackson,42.4165,-122.8345,301.15,6.17,1.0,clear sky,26.0
538,norman wells,65.282,-126.8329,284.15,7.72,75.0,broken clouds,46.0
539,asnaes,55.8123,11.5013,280.37,2.24,100.0,overcast clouds,100.0
540,la serena,-29.9078,-71.2542,286.15,1.54,0.0,clear sky,88.0
541,saint-joseph,-21.3667,55.6167,294.26,3.6,0.0,clear sky,68.0
542,sylvan lake,52.3168,-114.0853,295.15,3.09,1.0,clear sky,24.0
543,winnipeg,49.8844,-97.147,290.93,2.57,99.0,overcast clouds,63.0
544,campo maior,-4.8278,-42.1686,296.95,0.72,97.0,overcast clouds,77.0
545,presidencia roque saenz pena,-26.7852,-60.4388,292.59,1.53,65.0,broken clouds,84.0
546,luwuk,-0.9516,122.7875,301.19,2.39,94.0,overcast clouds,83.0
547,semporna,4.4818,118.6112,301.15,1.54,20.0,few clouds,83.0
548,upata,8.0086,-62.3989,300.93,0.45,49.0,scattered clouds,73.0
549,asfi,32.2994,-9.2372,292.66,7.77,61.0,broken clouds,67.0
550,boyolangu,-8.1181,111.8935,299.48,3.72,68.0,broken clouds,81.0
551,talcahuano,-36.7167,-73.1167,285.15,1.03,0.0,clear sky,94.0
552,dudinka,69.4058,86.1778,263.21,2.55,95.0,overcast clouds,94.0
553,high level,58.5169,-117.136,288.15,2.06,75.0,broken clouds,41.0
554,nipawin,53.3668,-104.0009,293.15,10.8,90.0,overcast clouds,63.0
555,garmsar,35.2182,52.3409,295.22,2.34,59.0,broken clouds,33.0
556,manono,-7.3,27.4167,294.43,1.21,36.0,scattered clouds,65.0
557,juneau,58.3019,-134.4197,282.15,5.14,90.0,light rain,81.0
558,mersing,2.4312,103.8405,299.15,2.0,40.0,scattered clouds,89.0
559,cavalcante,-13.7975,-47.4583,292.16,1.03,100.0,overcast clouds,60.0
560,huai yot,7.7893,99.6348,299.15,0.45,75.0,fog,100.0
561,mbini,1.574,9.6134,299.15,2.56,40.0,light rain,100.0
562,hami,42.8,93.45,296.51,3.8,100.0,overcast clouds,14.0
563,skoghall,59.3232,13.4655,281.15,3.09,90.0,overcast clouds,100.0
564,sant julia de loria,42.4625,1.4825,288.71,1.82,98.0,overcast clouds,80.0
565,torit,4.4133,32.5678,295.04,1.68,9.0,clear sky,74.0
566,zhigansk,66.7697,123.3711,283.79,10.11,100.0,overcast clouds,42.0
567,dobson,36.3957,-80.7226,294.15,1.54,1.0,clear sky,28.0
568,iwanai,42.9744,140.5089,285.58,2.98,100.0,overcast clouds,96.0
569,kargil,34.5667,76.1,275.57,1.74,100.0,overcast clouds,62.0
570,pochutla,15.7432,-96.4661,302.59,1.79,84.0,broken clouds,75.0
571,kuala terengganu,5.3302,103.1408,299.15,1.54,20.0,few clouds,94.0
572,kontagora,10.3999,5.4695,298.04,2.63,100.0,overcast clouds,80.0
573,bonavista,48.6499,-53.1147,276.48,0.51,92.0,overcast clouds,87.0
574,meulaboh,4.1363,96.1285,298.64,1.49,100.0,overcast clouds,86.0
575,alenquer,-1.9417,-54.7383,299.15,2.06,75.0,broken clouds,94.0
576,nha trang,12.25,109.1833,303.15,3.09,20.0,few clouds,70.0
577,tigil,57.8,158.6667,284.49,2.3,100.0,overcast clouds,45.0
578,paramirim,-13.4425,-42.2389,292.91,2.15,25.0,scattered clouds,64.0
579,jalu,29.0331,21.5482,294.99,5.85,0.0,clear sky,37.0
580,sechura,-5.5569,-80.8222,294.37,7.68,92.0,overcast clouds,71.0
581,mananara,-16.1667,49.7667,295.65,2.49,86.0,light rain,89.0
582,misratah,32.3754,15.0925,290.95,3.32,4.0,clear sky,65.0
583,bilma,18.6853,12.9164,304.94,2.23,1.0,clear sky,9.0
584,seydi,39.4816,62.9137,292.69,7.27,0.0,clear sky,27.0
585,porto novo,6.4965,2.6036,298.15,2.06,20.0,few clouds,88.0
586,arkhangelskoye,55.8549,35.3287,283.38,3.6,89.0,overcast clouds,97.0
587,tamandare,-8.7597,-35.1047,297.77,3.72,6.0,clear sky,77.0
588,taltal,-25.4,-70.4833,291.54,2.42,3.0,clear sky,76.0
589,atambua,-9.1061,124.8925,299.58,1.97,55.0,broken clouds,61.0
590,canutama,-6.5339,-64.3831,296.4,0.38,93.0,overcast clouds,95.0
591,nelson bay,-32.7167,152.15,287.59,8.75,0.0,clear sky,47.0
592,buldana,20.5333,76.1833,301.75,7.53,100.0,overcast clouds,55.0
593,minab,27.1467,57.0801,302.15,2.06,0.0,clear sky,32.0
594,waverly,42.7392,-84.6208,290.15,6.69,90.0,light rain,36.0
595,kabinda,-6.1333,24.4833,293.63,1.68,6.0,clear sky,76.0
596,cordoba,-31.4135,-64.1811,289.82,3.09,0.0,light rain,87.0
597,luga,58.7372,29.8453,283.8,2.1,100.0,overcast clouds,98.0
598,andenes,69.3143,16.1194,278.15,8.75,90.0,overcast clouds,87.0
599,thayetmyo,19.3167,95.1833,304.04,1.3,66.0,broken clouds,58.0
600,alto araguaia,-17.3147,-53.2153,295.66,1.54,99.0,overcast clouds,52.0
601,luderitz,-26.6481,15.1594,289.16,2.0,36.0,scattered clouds,90.0
602,kropotkin,45.4375,40.5756,289.82,1.77,6.0,clear sky,83.0
603,porecatu,-22.7558,-51.3792,294.15,3.09,0.0,clear sky,60.0
604,son la,21.3167,103.9,299.78,0.52,86.0,overcast clouds,68.0
605,mansa,29.9833,75.3833,302.49,2.37,6.0,clear sky,42.0
606,moerai,-22.4333,-151.3333,297.96,2.74,100.0,light rain,78.0
607,torphins,57.1056,-2.624,278.71,2.06,20.0,few clouds,87.0
608,rocha,-34.4833,-54.3333,283.19,1.55,100.0,overcast clouds,75.0
609,traverse city,44.7631,-85.6206,290.15,6.17,90.0,overcast clouds,39.0
610,alabaster,33.2443,-86.8164,297.15,1.54,1.0,clear sky,35.0
611,hervey bay,-25.2986,152.8535,291.15,4.63,1.0,clear sky,36.0
612,krasnoyarka,55.3333,73.1167,289.52,2.0,0.0,clear sky,58.0
613,rudnichnyy,59.617,52.4703,289.5,3.59,100.0,overcast clouds,84.0
614,verkhnyaya sinyachikha,57.976,61.6673,291.44,3.24,97.0,overcast clouds,66.0
615,lala,7.9745,123.7458,303.84,2.15,77.0,broken clouds,66.0
616,luba,3.4568,8.5547,298.15,1.54,20.0,light rain,88.0
617,tilichiki,60.4667,166.1,273.01,1.41,8.0,clear sky,86.0
618,port washington,40.8257,-73.6982,293.71,2.09,21.0,few clouds,38.0
619,hajnowka,52.7433,23.5812,279.82,0.45,64.0,broken clouds,83.0
620,ustyuzhna,58.8394,36.4321,284.05,3.5,0.0,clear sky,95.0
621,roald,62.5833,6.1333,283.71,3.6,100.0,moderate rain,100.0
622,usinsk,65.9939,57.5281,276.97,3.48,31.0,scattered clouds,73.0
623,tura,25.5198,90.2201,296.9,2.0,88.0,overcast clouds,85.0
624,magadan,59.5667,150.8,276.07,4.44,100.0,overcast clouds,95.0
625,abalak,58.1286,68.5944,290.25,2.73,100.0,overcast clouds,71.0
626,ustek,50.5847,14.3433,282.04,1.47,100.0,light rain,97.0
627,rio gallegos,-51.6226,-69.2181,281.15,3.09,75.0,broken clouds,76.0
628,rtishchevo,52.2604,43.7874,287.75,1.71,37.0,scattered clouds,76.0
629,akcakoca,41.0866,31.1162,287.7,1.74,98.0,light rain,88.0
630,kabanjahe,3.1001,98.4908,299.15,2.06,40.0,scattered clouds,94.0
631,aleksandro-nevskiy,53.4751,40.2095,287.59,2.35,3.0,clear sky,60.0
632,kinkala,-4.3614,14.7644,298.15,0.51,20.0,few clouds,88.0
633,atar,20.5169,-13.0499,299.83,2.7,96.0,overcast clouds,22.0
634,morondava,-20.2833,44.2833,295.4,1.69,5.0,clear sky,81.0
635,along,28.1667,94.7667,293.18,0.19,100.0,overcast clouds,79.0
636,chinchani,19.8667,72.7,303.65,2.06,100.0,overcast clouds,72.0
637,nsanje,-16.92,35.262,291.98,1.33,9.0,clear sky,73.0
638,saint-leu,-21.15,55.2833,296.15,3.6,0.0,clear sky,68.0
639,aktau,43.65,51.2,293.15,6.0,0.0,clear sky,30.0
640,goure,13.9835,10.2704,302.99,3.14,13.0,few clouds,14.0
641,kautokeino,69.0125,23.0412,272.54,3.51,100.0,overcast clouds,98.0
642,harper,4.375,-7.7169,299.43,2.5,100.0,overcast clouds,84.0
643,podgornoye,51.735,39.1496,283.15,1.0,0.0,clear sky,87.0
644,capitao poco,-1.7464,-47.0594,295.2,1.68,100.0,overcast clouds,99.0
645,guerrero negro,27.9769,-114.0611,289.98,8.51,0.0,clear sky,67.0
646,erzin,36.9559,36.2,293.15,1.15,100.0,overcast clouds,90.0
647,guayaramerin,-10.8368,-65.3614,297.47,1.16,97.0,overcast clouds,73.0
648,ambilobe,-13.2,49.05,293.81,2.09,0.0,clear sky,81.0
649,san luis,-33.295,-66.3356,286.69,2.04,100.0,overcast clouds,58.0
650,saint anthony,45.0205,-93.218,294.15,3.09,1.0,clear sky,40.0
651,gat,31.61,34.7642,289.82,1.06,0.0,clear sky,82.0
652,aasiaat,68.7098,-52.8699,273.05,3.54,100.0,overcast clouds,91.0
653,kahului,20.8947,-156.47,301.15,11.32,20.0,few clouds,51.0
654,lokoja,7.8024,6.743,298.76,2.05,100.0,overcast clouds,89.0
655,nouakchott,18.0858,-15.9785,294.15,6.17,0.0,clear sky,83.0
656,batemans bay,-35.7167,150.1833,289.26,1.18,3.0,clear sky,42.0
657,rio cuarto,-33.1307,-64.3499,287.15,3.09,0.0,clear sky,72.0
658,broken hill,-31.95,141.4333,284.15,5.66,90.0,overcast clouds,54.0
659,smolenka,52.1352,113.4974,285.15,7.0,89.0,overcast clouds,43.0
660,aljezur,37.3191,-8.8033,288.8,3.71,14.0,few clouds,95.0
661,husavik,66.0449,-17.3389,275.15,4.63,90.0,overcast clouds,64.0
662,homer,59.6425,-151.5483,282.15,5.14,20.0,few clouds,71.0
663,katherine,-14.4667,132.2667,296.15,3.6,6.0,clear sky,28.0
664,minas novas,-17.2186,-42.5903,288.86,1.35,52.0,broken clouds,91.0
665,lasa,46.6166,10.7002,279.26,1.78,88.0,overcast clouds,88.0
666,te anau,-45.4167,167.7167,283.6,2.47,6.0,clear sky,64.0
667,kirksville,40.1948,-92.5833,289.15,3.6,90.0,overcast clouds,77.0
668,san quintin,30.4833,-115.95,290.01,7.0,6.0,clear sky,69.0
669,emilio carranza,19.9711,-96.6114,298.9,3.1,53.0,broken clouds,82.0
670,nueva gorgona,8.55,-79.8667,303.15,6.41,100.0,overcast clouds,99.0
671,neuquen,-38.9516,-68.0591,281.15,1.99,0.0,clear sky,87.0
672,vizinga,61.0749,50.1031,287.64,2.17,100.0,overcast clouds,96.0
673,kitimat,54.0524,-128.6534,284.26,1.75,100.0,light rain,86.0
674,lensk,60.7253,114.9278,276.64,3.56,100.0,light snow,96.0
675,mussomeli,37.5778,13.7513,288.15,2.24,100.0,overcast clouds,51.0
676,iwaki,37.05,140.8833,296.48,2.24,99.0,overcast clouds,64.0
677,keetmanshoop,-26.5833,18.1333,286.15,2.06,0.0,clear sky,62.0
678,mango,27.9797,-82.3065,298.15,4.12,1.0,clear sky,47.0
679,petropavlovsk-kamchatskiy,53.0452,158.6483,287.15,6.0,100.0,overcast clouds,30.0
680,chhatak,25.0333,91.6667,297.53,2.19,93.0,overcast clouds,86.0
681,adrar,20.5022,-10.0711,299.96,4.59,100.0,overcast clouds,18.0
682,labuhan,-6.8844,112.2051,300.41,2.51,0.0,clear sky,77.0
683,kurilsk,45.2333,147.8833,281.59,10.53,100.0,moderate rain,69.0
684,queenstown,-31.8976,26.8753,285.89,4.93,24.0,few clouds,50.0
685,bakchar,57.0186,82.0711,285.24,2.92,100.0,overcast clouds,92.0
686,poronaysk,49.2167,143.1167,284.73,9.12,84.0,broken clouds,76.0
687,biak,-0.9131,122.8766,300.01,2.94,93.0,overcast clouds,82.0
688,almeirim,-1.5233,-52.5817,297.0,1.6,100.0,overcast clouds,95.0
689,seddon,-37.8068,144.8916,288.71,4.63,71.0,broken clouds,62.0
690,miri,4.4148,114.0089,301.15,2.57,20.0,few clouds,83.0
691,tandil,-37.3217,-59.1332,285.93,0.45,84.0,broken clouds,65.0
692,sao caetano de odivelas,-0.75,-48.02,296.18,2.88,100.0,moderate rain,97.0
693,bloemfontein,-29.1211,26.214,279.15,1.54,3.0,clear sky,70.0
694,el rosario,24.2556,-107.1828,307.15,5.66,40.0,scattered clouds,43.0
695,bac lieu,9.285,105.7244,303.39,3.3,14.0,few clouds,67.0
696,yuzhno-kurilsk,44.0306,145.8556,281.84,9.47,100.0,moderate rain,83.0
697,lagoa,39.05,-27.9833,289.35,2.77,100.0,overcast clouds,88.0
698,faya,18.3851,42.4509,293.15,2.12,0.0,clear sky,32.0
699,maloye verevo,59.6136,30.1728,286.15,3.0,75.0,moderate rain,94.0
700,kirakira,-10.4544,161.9205,303.11,3.26,5.0,clear sky,69.0
701,tahoua,14.8888,5.2692,303.05,1.09,49.0,scattered clouds,23.0
702,qui nhon,13.7667,109.2333,302.81,0.51,7.0,clear sky,68.0
