,City,Latitude,Longitude,Max Temp,Wind Speed,Cloudiness,Description,Humidity
350,casablanca,33.5928,-7.6192,298.15,7.72,0.0,clear sky,73.0
351,charters towers,-20.1,146.2667,289.08,2.46,52.0,broken clouds,38.0
352,high rock,26.6208,-78.2833,302.15,4.12,40.0,scattered clouds,65.0
353,tazovskiy,67.4667,78.7,273.37,11.3,100.0,overcast clouds,92.0
354,escanaba,45.7453,-87.0646,283.15,4.63,75.0,broken clouds,61.0
355,ekhabi,53.5102,142.9671,271.32,3.27,97.0,light snow,97.0
356,shingu,33.7333,135.9833,288.22,1.96,91.0,overcast clouds,62.0
357,port lincoln,-34.7333,135.8667,290.15,4.02,73.0,light rain,76.0
358,chara,56.9064,118.2631,274.49,1.47,87.0,overcast clouds,81.0
359,sakakah,29.9697,40.2064,305.15,6.69,0.0,clear sky,10.0
360,port blair,11.6667,92.75,302.52,7.13,98.0,overcast clouds,74.0
361,egvekinot,66.3167,-179.1667,261.56,4.15,0.0,clear sky,72.0
362,port hedland,-20.3167,118.5667,298.15,1.54,40.0,scattered clouds,100.0
363,mahajanga,-15.7167,46.3167,299.15,2.57,20.0,few clouds,78.0
364,lerwick,60.1545,-1.1494,281.15,7.2,20.0,few clouds,57.0
365,la ronge,55.1001,-105.2842,279.15,1.54,6.0,clear sky,36.0
366,sioux lookout,50.1001,-91.917,280.15,2.57,90.0,overcast clouds,49.0
367,kirkenaer,60.4564,12.0582,281.48,3.09,0.0,clear sky,27.0
368,bara,10.3744,10.7288,309.15,5.66,0.0,clear sky,36.0
369,mayor pablo lagerenza,-19.9309,-60.7718,284.76,4.56,100.0,overcast clouds,86.0
370,vanimo,-2.6741,141.3028,299.19,1.95,98.0,overcast clouds,88.0
371,okhotsk,59.3833,143.3,274.37,1.66,100.0,overcast clouds,90.0
372,kargasok,59.0556,80.8572,285.75,7.48,99.0,light rain,73.0
373,soyo,-6.1349,12.3689,303.15,2.57,75.0,broken clouds,70.0
374,bran,45.5167,25.35,288.71,1.73,99.0,overcast clouds,43.0
375,vardo,70.3705,31.1107,276.15,7.72,75.0,broken clouds,65.0
376,gat,31.61,34.7642,299.26,0.89,18.0,few clouds,41.0
377,gamarra,8.3228,-73.7427,303.16,1.71,98.0,overcast clouds,66.0
378,terrace,54.5163,-128.6035,282.15,1.03,90.0,overcast clouds,66.0
379,boo,59.3333,18.2833,277.59,4.63,75.0,broken clouds,81.0
380,umm kaddadah,13.6017,26.6876,305.84,5.98,34.0,scattered clouds,28.0
381,kiunga,-6.1219,141.2906,296.75,1.56,97.0,overcast clouds,98.0
382,ancud,-41.8697,-73.8203,284.26,2.06,0.0,clear sky,82.0
383,la paz,-16.5,-68.15,288.15,3.09,75.0,broken clouds,33.0
384,barcelos,41.5388,-8.6151,292.59,3.09,20.0,few clouds,68.0
385,coahuayana,18.7333,-103.6833,300.15,1.97,1.0,clear sky,44.0
386,berkeley heights,40.6834,-74.4427,289.26,6.17,20.0,few clouds,41.0
387,balatonfoldvar,46.8526,17.8812,284.82,0.89,100.0,overcast clouds,65.0
388,fez,34.0372,-4.9998,302.15,2.06,20.0,few clouds,24.0
389,pilar,-9.5972,-35.9567,302.15,4.63,75.0,broken clouds,65.0
390,korla,41.7597,86.1469,296.7,1.93,1.0,clear sky,13.0
391,acajutla,13.5928,-89.8275,303.15,3.09,20.0,few clouds,62.0
392,tezu,27.9167,96.1667,295.72,1.58,100.0,overcast clouds,78.0
393,tiarei,-17.5333,-149.3333,298.15,0.51,20.0,few clouds,83.0
394,brae,60.3964,-1.353,281.15,7.2,20.0,few clouds,57.0
395,nara,34.6851,135.8049,290.37,0.69,97.0,overcast clouds,50.0
396,khingansk,49.1167,131.1833,278.27,0.48,69.0,broken clouds,89.0
397,bilma,18.6853,12.9164,314.61,5.53,5.0,clear sky,4.0
398,mumford,5.2618,-0.759,301.66,8.57,82.0,broken clouds,76.0
399,el cope,8.6167,-80.6,303.15,3.09,20.0,few clouds,70.0
400,fallon,39.4735,-118.7774,296.48,1.54,20.0,few clouds,25.0
401,mombetsu,44.3525,143.3525,283.94,5.54,0.0,clear sky,49.0
402,mimongo,-1.6195,11.6068,297.11,0.78,100.0,overcast clouds,79.0
403,mwene-ditu,-7.0,23.45,295.61,0.69,81.0,light rain,85.0
404,kholtoson,50.2981,103.3097,277.56,1.93,30.0,scattered clouds,68.0
405,andra,62.5147,65.8878,277.27,8.78,82.0,broken clouds,64.0
406,san ciro de acosta,21.6333,-99.8167,298.34,2.03,61.0,broken clouds,62.0
407,bilibino,68.0546,166.4372,265.81,1.85,100.0,overcast clouds,93.0
408,ilabaya,-17.4208,-70.5133,296.39,3.85,100.0,overcast clouds,47.0
409,katesh,-4.5167,35.3833,289.67,2.29,99.0,overcast clouds,82.0
410,nargana,9.4428,-78.5906,300.69,2.03,100.0,overcast clouds,77.0
411,codrington,-38.2667,141.9667,284.99,3.9,74.0,broken clouds,50.0
412,mackay,-21.15,149.2,288.15,3.6,43.0,scattered clouds,88.0
413,soc trang,9.6033,105.98,299.15,1.03,75.0,broken clouds,94.0
414,igarka,67.4667,86.5833,273.0,6.68,100.0,overcast clouds,88.0
415,asuncion,-25.3007,-57.6359,288.15,6.17,90.0,overcast clouds,82.0
416,arenzano,44.4052,8.6832,289.82,11.32,75.0,broken clouds,82.0
417,jiangyou,31.7667,104.7167,291.04,0.7,100.0,light rain,84.0
418,chernyshevskiy,63.0128,112.4714,273.61,1.03,100.0,light rain,99.0
419,camacha,33.0833,-16.3333,293.15,5.66,20.0,few clouds,64.0
420,pekalongan,-6.8886,109.6753,287.59,1.07,99.0,overcast clouds,100.0
421,camopi,3.1655,-52.3158,301.48,1.03,81.0,broken clouds,81.0
422,uribia,11.7139,-72.266,305.29,9.06,88.0,overcast clouds,47.0
423,gizo,-8.103,156.8419,301.12,2.46,85.0,light rain,76.0
424,the pas,53.8251,-101.2541,277.15,4.63,1.0,clear sky,52.0
425,general roca,-39.0333,-67.5833,286.15,3.11,0.0,clear sky,58.0
426,ketchikan,55.3422,-131.6461,286.15,2.57,90.0,overcast clouds,50.0
427,raudeberg,61.9875,5.1352,282.04,6.25,40.0,scattered clouds,56.0
428,saint-leu,-21.15,55.2833,297.15,4.63,90.0,light rain,78.0
429,grand baie,-20.0182,57.5802,296.48,0.89,11.0,light rain,90.0
430,itarema,-2.9248,-39.9167,299.86,3.57,100.0,overcast clouds,82.0
431,morant bay,17.8815,-76.4093,303.15,9.77,40.0,scattered clouds,66.0
432,sinnamary,5.3833,-52.95,300.86,2.09,57.0,light rain,76.0
433,nisia floresta,-6.0911,-35.2086,303.15,6.69,75.0,broken clouds,58.0
434,rio gallegos,-51.6226,-69.2181,279.15,3.09,0.0,clear sky,81.0
435,turtas,58.9417,69.1325,281.28,4.81,33.0,scattered clouds,60.0
436,adrar,20.5022,-10.0711,306.7,4.31,2.0,clear sky,13.0
437,matara,5.9485,80.5353,299.35,2.03,74.0,broken clouds,87.0
438,waddan,29.1614,16.139,315.22,6.44,100.0,overcast clouds,4.0
439,lavumisa,-27.31,31.892,299.15,2.06,2.0,clear sky,57.0
440,leningradskiy,69.3833,178.4167,259.66,2.88,34.0,scattered clouds,89.0
441,wad madani,14.4012,33.5199,311.14,1.93,58.0,broken clouds,16.0
442,dali,25.7,100.1833,287.22,2.6,98.0,overcast clouds,73.0
443,arauca,7.0847,-70.7591,301.15,4.63,98.0,overcast clouds,74.0
444,hearst,49.6835,-83.6665,278.15,2.57,63.0,broken clouds,56.0
445,causapscal,48.3542,-67.227,276.19,1.32,100.0,overcast clouds,99.0
446,zhuhai,22.2769,113.5678,298.15,2.57,40.0,scattered clouds,88.0
447,kushima,31.4583,131.2333,288.71,0.89,81.0,broken clouds,82.0
448,fomboni,-12.28,43.7425,300.28,8.68,95.0,overcast clouds,68.0
449,gurupa,-1.405,-51.64,305.29,0.56,95.0,overcast clouds,52.0
450,kedrovyy,56.1667,91.8167,282.15,2.0,0.0,clear sky,66.0
451,sabha,27.0377,14.4283,314.59,3.3,1.0,clear sky,3.0
452,rafsanjan,30.4067,55.9939,299.58,2.75,8.0,clear sky,16.0
453,anadyr,64.75,177.4833,259.15,1.11,40.0,fog,92.0
454,pitimbu,-7.4706,-34.8086,301.15,5.66,75.0,broken clouds,78.0
455,kurchum,48.5722,83.6542,293.46,2.94,64.0,broken clouds,26.0
456,lai,9.3952,16.2989,305.68,6.72,79.0,broken clouds,39.0
457,cadereyta,25.5833,-99.9833,296.15,2.57,90.0,overcast clouds,83.0
458,le port,-20.9373,55.2919,298.15,3.09,75.0,light rain,88.0
459,mount pleasant,32.7941,-79.8626,298.15,2.39,20.0,few clouds,57.0
460,sur,22.5667,59.5289,303.24,6.26,93.0,overcast clouds,61.0
461,sikasso,10.9167,-7.0,310.58,1.65,96.0,overcast clouds,24.0
462,naifaru,5.4444,73.3657,302.56,0.94,100.0,overcast clouds,66.0
463,mount isa,-20.7333,139.5,287.15,4.45,100.0,overcast clouds,35.0
464,jatiroto,-7.8833,111.1167,297.37,0.78,100.0,overcast clouds,92.0
465,mastic beach,40.7668,-72.8521,289.15,8.23,1.0,clear sky,36.0
466,odesskoye,54.2111,72.9651,287.66,5.34,74.0,broken clouds,38.0
467,sunbury,-37.5833,144.7333,284.26,2.06,0.0,clear sky,93.0
468,orocue,4.7912,-71.3354,304.0,3.29,93.0,overcast clouds,59.0
469,mahibadhoo,3.7833,72.9667,302.75,2.18,98.0,overcast clouds,68.0
470,harwich,51.9419,1.2844,284.26,2.68,91.0,overcast clouds,51.0
471,hay river,60.8156,-115.7999,285.15,1.03,87.0,overcast clouds,32.0
472,luba,3.4568,8.5547,301.15,4.63,20.0,few clouds,83.0
473,dunmore town,25.5,-76.65,299.15,3.21,6.0,clear sky,73.0
474,gonzales,30.2385,-90.9201,297.59,3.6,1.0,clear sky,60.0
475,mahon,39.8885,4.2658,292.15,6.17,0.0,clear sky,68.0
476,samarai,-10.6167,150.6667,299.46,3.61,0.0,clear sky,74.0
477,ushirombo,-3.4919,31.9639,292.92,1.87,71.0,light rain,87.0
478,xunchang,28.4543,104.715,290.56,1.11,83.0,light rain,89.0
479,pimenta bueno,-11.6725,-61.1936,303.49,1.98,56.0,broken clouds,48.0
480,goundam,16.4145,-3.6708,314.43,6.24,53.0,broken clouds,12.0
481,dunda,-8.1167,34.25,293.96,2.29,100.0,overcast clouds,70.0
482,cotonou,6.3654,2.4183,301.15,5.66,40.0,scattered clouds,78.0
483,luanda,-8.8368,13.2343,301.15,3.09,75.0,broken clouds,74.0
484,tres arroyos,-38.3739,-60.2798,287.32,4.84,98.0,overcast clouds,56.0
485,ikom,5.9667,8.7063,299.96,2.17,100.0,moderate rain,85.0
486,horsham,51.064,-0.3272,284.82,4.12,20.0,few clouds,61.0
487,talavera de la reina,39.9635,-4.8308,299.82,6.82,62.0,broken clouds,31.0
488,tual,-5.6667,132.75,301.8,8.96,65.0,broken clouds,75.0
489,nhulunbuy,-12.2333,136.7667,298.15,2.57,6.0,clear sky,69.0
490,chapais,49.7834,-74.8492,276.15,6.69,90.0,overcast clouds,65.0
491,dunedin,-45.8742,170.5036,285.37,4.47,37.0,scattered clouds,93.0
492,kuala terengganu,5.3302,103.1408,298.15,1.03,40.0,scattered clouds,94.0
493,salinas,36.6777,-121.6555,285.93,2.06,90.0,overcast clouds,87.0
494,esso,55.9333,158.7,268.29,1.59,100.0,overcast clouds,88.0
495,coquimbo,-29.9533,-71.3436,294.15,1.79,0.0,clear sky,49.0
496,minudasht,37.2289,55.3747,289.15,2.06,90.0,mist,94.0
497,lensk,60.7253,114.9278,274.72,1.46,100.0,overcast clouds,98.0
498,rocha,-34.4833,-54.3333,288.93,6.41,2.0,clear sky,57.0
499,chanasma,23.7167,72.1167,305.93,3.16,0.0,clear sky,22.0
500,vega de alatorre,20.0333,-96.6333,301.85,4.97,76.0,broken clouds,68.0
501,yatou,37.15,122.3833,286.78,8.85,96.0,light rain,87.0
502,mitsamiouli,-11.3847,43.2844,300.15,9.77,20.0,few clouds,74.0
503,sibolga,1.7427,98.7792,298.81,0.38,100.0,overcast clouds,86.0
504,moyale,3.5167,39.0584,297.64,2.64,100.0,overcast clouds,55.0
505,vilcun,-38.65,-72.2333,286.15,1.03,0.0,clear sky,71.0
506,nouakchott,18.0858,-15.9785,305.15,7.2,0.0,clear sky,27.0
507,alta floresta,-9.8756,-56.0861,305.15,3.6,20.0,few clouds,48.0
508,rawson,-43.3002,-65.1023,287.38,3.38,26.0,scattered clouds,40.0
509,tawang,27.5833,91.8667,281.83,0.07,98.0,overcast clouds,92.0
510,ternate,0.8,127.4,300.62,1.49,61.0,broken clouds,78.0
511,gushikawa,26.3544,127.8686,297.15,2.06,75.0,broken clouds,94.0
512,zalesovo,53.9939,84.7431,288.92,2.29,100.0,overcast clouds,62.0
513,puro,12.4841,123.3827,300.02,4.41,40.0,scattered clouds,86.0
514,san juan,-31.5375,-68.5364,291.85,3.95,0.0,clear sky,30.0
515,srednekolymsk,67.45,153.6833,268.16,2.56,100.0,overcast clouds,96.0
516,san cristobal,7.7669,-72.225,301.15,3.09,40.0,scattered clouds,69.0
517,capoterra,39.1763,8.9718,296.15,4.12,0.0,clear sky,64.0
518,modra,48.334,17.3071,287.15,7.72,20.0,few clouds,47.0
519,cabedelo,-6.9811,-34.8339,301.15,5.66,75.0,broken clouds,78.0
520,sawakin,19.1059,37.3321,304.19,2.06,0.0,clear sky,47.0
521,tilichiki,60.4667,166.1,263.59,3.38,74.0,broken clouds,93.0
522,porterville,36.0652,-119.0168,297.04,3.09,1.0,clear sky,43.0
523,hervey bay,-25.2986,152.8535,289.26,3.88,99.0,overcast clouds,77.0
524,havelock,34.8791,-76.9013,293.15,4.12,90.0,overcast clouds,52.0
525,choix,26.7092,-108.3219,303.36,1.19,1.0,clear sky,26.0
526,moerai,-22.4333,-151.3333,296.67,4.35,100.0,overcast clouds,66.0
527,port shepstone,-30.7414,30.455,294.99,6.61,22.0,light rain,83.0
528,broadstairs,51.3591,1.4394,283.15,1.34,92.0,overcast clouds,61.0
529,charyshskoye,51.3978,83.5598,289.17,3.17,87.0,overcast clouds,54.0
530,bikapur,26.6,82.1333,303.12,6.32,79.0,broken clouds,45.0
531,mweka,-4.85,21.5667,297.84,0.61,92.0,overcast clouds,76.0
532,ozu,33.5,132.55,288.71,2.24,92.0,overcast clouds,73.0
533,karratha,-20.7377,116.8463,299.63,2.73,96.0,overcast clouds,61.0
534,kachug,53.9606,105.8817,276.47,4.17,100.0,light snow,82.0
535,tlachichuca,19.1,-97.4167,289.79,1.54,57.0,broken clouds,49.0
536,kondinskoye,59.6481,67.41,280.95,7.94,37.0,scattered clouds,61.0
537,piacabucu,-10.4056,-36.4344,301.7,3.48,89.0,overcast clouds,63.0
538,arlit,18.7369,7.3853,315.25,1.26,58.0,broken clouds,3.0
539,loukhi,66.0764,33.0381,273.93,4.66,100.0,overcast clouds,71.0
540,deputatskiy,69.3,139.9,267.26,1.25,100.0,overcast clouds,98.0
541,awbari,26.5921,12.7805,315.27,3.63,1.0,clear sky,3.0
542,myrtle beach,33.6891,-78.8867,295.37,5.14,40.0,scattered clouds,60.0
543,vung tau,10.346,107.0843,301.99,8.9,97.0,overcast clouds,78.0
544,el balsamo,15.0667,-87.4667,300.15,2.06,40.0,scattered clouds,74.0
545,vostok,46.4856,135.8833,278.19,2.94,79.0,light rain,81.0
546,millinocket,45.6573,-68.7098,284.15,7.72,90.0,overcast clouds,62.0
547,sabang,5.8933,95.3214,302.16,8.29,100.0,overcast clouds,73.0
548,loviisa,60.4566,26.2251,278.15,0.45,100.0,overcast clouds,87.0
549,kulhudhuffushi,6.6221,73.07,302.59,0.94,21.0,few clouds,66.0
550,armeria,18.9333,-103.9667,300.15,1.8,1.0,clear sky,44.0
551,bajil,15.0584,43.2851,303.07,0.51,99.0,overcast clouds,59.0
552,tilhar,27.9833,79.7333,303.07,3.46,65.0,broken clouds,33.0
553,el reno,35.5323,-97.955,293.15,5.14,1.0,clear sky,68.0
554,kavaratti,10.5669,72.642,303.36,2.62,100.0,overcast clouds,67.0
555,darnah,32.767,22.6367,293.85,2.91,100.0,overcast clouds,66.0
556,inirida,3.8653,-67.9239,302.12,0.52,99.0,overcast clouds,76.0
557,miri,4.4148,114.0089,296.15,1.87,40.0,moderate rain,100.0
558,basco,20.4487,121.9702,299.89,7.02,1.0,clear sky,87.0
559,kisangani,0.5167,25.2,301.15,1.22,75.0,light rain,74.0
560,olavarria,-36.8927,-60.3225,286.22,3.73,78.0,broken clouds,51.0
561,komsomolskiy,40.4272,71.7189,293.15,3.09,75.0,broken clouds,64.0
562,yumen,40.2833,97.2,290.51,3.83,12.0,few clouds,11.0
563,salalah,17.0151,54.0924,303.15,3.09,75.0,broken clouds,79.0
564,millerovo,48.9226,40.3967,288.3,3.37,100.0,overcast clouds,59.0
565,ondjiva,-17.0667,15.7333,302.15,1.03,40.0,scattered clouds,39.0
566,prieska,-29.6641,22.7474,295.05,5.14,34.0,light rain,36.0
567,altay,47.8667,88.1167,288.42,4.35,41.0,scattered clouds,30.0
568,novaya zaimka,56.4857,66.9241,282.22,5.34,34.0,scattered clouds,42.0
569,keflavik,64.0049,-22.5624,279.15,7.72,20.0,few clouds,52.0
570,ballina,-28.8667,153.5667,290.15,3.6,9.0,clear sky,82.0
571,bukama,-9.2,25.85,298.15,0.56,31.0,scattered clouds,75.0
572,batemans bay,-35.7167,150.1833,292.04,0.89,100.0,overcast clouds,92.0
573,tete,-16.1564,33.5867,302.04,3.6,0.0,clear sky,34.0
574,sao sebastiao,-23.76,-45.4097,300.08,2.45,0.0,clear sky,58.0
575,banff,51.1762,-115.5698,285.15,1.54,100.0,overcast clouds,42.0
576,cedar city,37.6775,-113.0619,293.71,1.54,1.0,clear sky,19.0
577,scottsbluff,41.8666,-103.6672,287.59,2.06,1.0,clear sky,47.0
578,itaituba,-4.2761,-55.9836,305.15,0.47,20.0,few clouds,62.0
579,conde,-7.2597,-34.9075,301.15,5.66,75.0,broken clouds,78.0
580,alekseyevsk,57.8406,108.3492,272.44,1.94,98.0,overcast clouds,95.0
581,taksimo,56.3444,114.8794,275.0,1.25,100.0,overcast clouds,78.0
582,kalmunai,7.4167,81.8167,301.73,2.96,7.0,clear sky,74.0
583,gumdag,39.2061,54.5906,291.87,6.17,77.0,broken clouds,55.0
584,necochea,-38.5473,-58.7368,289.82,4.47,100.0,overcast clouds,68.0
585,launceston,-41.45,147.1667,284.82,2.06,40.0,mist,100.0
586,yeppoon,-23.1333,150.7333,284.15,1.95,57.0,broken clouds,82.0
587,blagodatnoye,45.3997,42.5867,289.15,4.0,0.0,clear sky,44.0
588,catamarca,-28.4696,-65.7852,294.26,0.89,0.0,clear sky,68.0
589,poronaysk,49.2167,143.1167,276.6,1.14,71.0,broken clouds,88.0
590,mildura,-34.2,142.15,282.15,1.81,40.0,scattered clouds,61.0
591,xingyi,24.1877,102.817,289.35,2.16,99.0,overcast clouds,80.0
592,harboore,56.6175,8.1807,280.37,0.45,100.0,overcast clouds,68.0
593,chingirlau,51.095,54.0814,286.15,1.27,6.0,clear sky,49.0
594,mandalgovi,45.7625,106.2708,278.19,3.36,17.0,few clouds,30.0
595,calama,-22.4667,-68.9333,294.15,1.54,0.0,clear sky,11.0
596,waipawa,-41.4122,175.5153,286.15,5.14,20.0,few clouds,82.0
597,mozhaysk,55.5019,36.0272,280.58,5.2,100.0,overcast clouds,87.0
598,jalpa,21.6333,-102.9667,295.15,2.06,1.0,clear sky,43.0
599,guinguineo,14.2667,-15.95,315.15,3.09,0.0,clear sky,20.0
600,arman,59.7,150.1667,274.88,2.28,92.0,overcast clouds,83.0
601,fukagawa,43.7081,142.0392,281.12,3.38,5.0,clear sky,68.0
602,riyadh,24.6877,46.7219,308.15,2.57,0.0,clear sky,7.0
603,gurupi,-11.7292,-49.0686,304.71,1.05,1.0,clear sky,44.0
604,vuktyl,63.8567,57.3094,276.11,6.86,100.0,overcast clouds,64.0
605,tres passos,-27.4556,-53.9319,284.82,1.34,100.0,light rain,99.0
606,rosarito,32.3333,-117.0333,292.15,1.54,40.0,scattered clouds,77.0
607,oktyabrskiy,54.4815,53.471,284.67,0.74,60.0,broken clouds,76.0
608,kalat,29.0225,66.5916,291.5,4.88,19.0,few clouds,37.0
609,yambio,4.5721,28.3955,297.64,1.1,100.0,overcast clouds,72.0
610,elizabeth city,36.2946,-76.2511,290.37,3.09,90.0,overcast clouds,48.0
611,kontagora,10.3999,5.4695,307.48,2.53,75.0,broken clouds,27.0
612,udimskiy,61.1417,45.9144,280.94,2.93,97.0,light rain,75.0
613,octeville,49.6261,-1.6435,283.15,2.06,0.0,clear sky,62.0
614,raypur,22.4108,88.5094,300.41,5.07,20.0,few clouds,76.0
615,dhidhdhoo,6.8833,73.1,302.67,0.89,28.0,scattered clouds,66.0
616,terney,45.0503,136.6092,283.47,1.57,78.0,broken clouds,69.0
617,barabai,-2.5833,115.3833,296.87,0.59,100.0,overcast clouds,98.0
618,drovyanaya,51.5833,113.0333,276.15,1.0,53.0,broken clouds,60.0
619,ende,-8.8432,121.6623,298.66,1.88,78.0,broken clouds,83.0
620,hobyo,5.3505,48.5268,302.75,3.97,52.0,broken clouds,69.0
621,doha,25.2867,51.5333,302.59,2.06,0.0,clear sky,58.0
622,son la,21.3167,103.9,294.82,0.93,96.0,moderate rain,81.0
623,meiganga,6.5167,14.3,293.81,1.78,100.0,moderate rain,93.0
624,virginia beach,36.8529,-75.978,290.15,3.09,20.0,few clouds,42.0
625,buriti bravo,-5.8372,-43.8336,300.31,1.48,69.0,broken clouds,78.0
626,ulverstone,-41.15,146.1667,287.59,4.02,99.0,overcast clouds,93.0
627,aden,12.7794,45.0367,302.83,1.29,84.0,broken clouds,70.0
628,warrenton,-28.114,24.8475,295.1,3.75,100.0,overcast clouds,27.0
629,nouadhibou,20.931,-17.0347,298.15,7.72,0.0,clear sky,53.0
630,illapel,-31.6308,-71.1653,297.68,1.65,12.0,few clouds,23.0
631,divinopolis,-20.1389,-44.8839,301.14,2.66,3.0,clear sky,30.0
632,beruwala,6.4788,79.9828,299.95,2.03,31.0,scattered clouds,82.0
633,valle de allende,26.9333,-105.4,298.01,5.18,16.0,few clouds,38.0
634,solnechnyy,50.7214,136.6319,271.36,1.96,87.0,overcast clouds,96.0
635,mount gambier,-37.8333,140.7667,285.15,4.12,81.0,broken clouds,66.0
636,verkhnevilyuysk,63.4453,120.3167,274.07,2.07,100.0,overcast clouds,93.0
637,mangai,-4.05,19.5333,298.48,1.18,99.0,overcast clouds,76.0
638,rock springs,41.5875,-109.2029,287.59,1.41,1.0,clear sky,22.0
639,xining,36.6167,101.7667,283.69,1.58,17.0,few clouds,25.0
640,rawlins,41.7911,-107.2387,282.15,3.39,1.0,clear sky,53.0
641,saint-georges,12.0564,-61.7485,302.15,9.77,40.0,scattered clouds,70.0
642,plettenberg bay,-34.0527,23.3716,291.45,4.87,50.0,light rain,90.0
643,grindavik,63.8424,-22.4338,279.15,7.72,20.0,few clouds,52.0
644,inhambane,-23.865,35.3833,295.93,2.06,40.0,scattered clouds,68.0
645,osmena,10.5208,119.9258,302.52,9.4,77.0,broken clouds,76.0
646,morondava,-20.2833,44.2833,298.13,7.91,1.0,clear sky,72.0
647,tautira,-17.7333,-149.15,298.15,0.51,20.0,few clouds,83.0
648,henties bay,-22.116,14.2845,290.37,3.13,17.0,few clouds,86.0
649,almaznyy,48.0448,40.045,292.15,3.0,0.0,clear sky,45.0
650,beloha,-25.1667,45.05,292.58,2.97,0.0,clear sky,80.0
651,nelson bay,-32.7167,152.15,292.15,4.63,90.0,light rain,100.0
652,mino,34.8269,135.4706,290.37,0.24,95.0,overcast clouds,56.0
653,tancheng,27.4375,115.4976,292.85,0.85,100.0,light rain,97.0
654,tari,12.4086,4.4914,313.09,1.57,47.0,scattered clouds,15.0
655,muravlenko,63.7898,74.523,275.24,10.09,92.0,overcast clouds,85.0
656,bryanka,48.511,38.6722,288.04,2.66,100.0,overcast clouds,60.0
657,santa rosa,14.3122,121.1114,302.15,2.06,20.0,few clouds,74.0
658,asyut,27.181,31.1837,312.15,7.72,0.0,clear sky,17.0
659,senden,48.3244,10.0444,280.37,3.09,90.0,moderate rain,87.0
660,muisne,0.6,-80.0333,301.15,3.6,40.0,light rain,89.0
661,nago,26.5881,127.9761,297.15,2.06,75.0,broken clouds,94.0
662,teguise,29.0605,-13.564,296.15,10.29,20.0,few clouds,56.0
663,abu kamal,34.4506,40.9171,304.43,3.59,96.0,overcast clouds,16.0
664,winnemucca,40.973,-117.7357,292.15,0.2,1.0,clear sky,27.0
665,marechal candido rondon,-24.5561,-54.0567,287.52,4.48,100.0,light rain,92.0
666,gasa,31.5,34.4667,299.26,1.34,40.0,scattered clouds,41.0
667,morgan city,29.6994,-91.2068,299.26,4.12,1.0,clear sky,73.0
668,mana,5.6592,-53.7767,301.01,2.29,38.0,scattered clouds,76.0
669,maldonado,-34.6667,-54.9167,290.15,7.2,75.0,broken clouds,55.0
670,middleton,53.55,-2.2,281.48,2.24,75.0,broken clouds,72.0
671,sao jose da coroa grande,-8.8978,-35.1478,301.27,3.17,74.0,broken clouds,67.0
672,udachnyy,66.4167,112.4,273.48,2.74,87.0,overcast clouds,75.0
673,souillac,-20.5167,57.5167,295.15,1.73,75.0,moderate rain,100.0
674,alvaraes,-3.2208,-64.8042,304.15,3.09,40.0,scattered clouds,74.0
675,hienghene,-20.6833,164.9333,295.66,2.46,42.0,scattered clouds,89.0
676,santa maria,-29.6842,-53.8069,288.15,3.09,40.0,scattered clouds,63.0
677,vila,42.0304,-8.1588,291.48,4.63,75.0,broken clouds,67.0
678,debre birhan,9.6833,39.5333,285.52,2.23,98.0,light rain,83.0
679,kupang,-10.1667,123.5833,298.77,4.85,100.0,overcast clouds,76.0
680,fort nelson,58.8053,-122.7002,285.15,3.09,75.0,broken clouds,43.0
681,dimitrovgrad,54.2139,49.6184,291.15,3.0,83.0,broken clouds,36.0
682,istok,42.7808,20.4875,295.15,7.2,20.0,few clouds,26.0
683,kidal,18.4411,1.4078,314.84,4.49,9.0,clear sky,7.0
684,vestmannaeyjar,63.4427,-20.2734,278.15,4.63,20.0,few clouds,70.0
685,teseney,15.11,36.6575,307.34,3.36,89.0,overcast clouds,25.0
686,canutama,-6.5339,-64.3831,303.99,1.66,40.0,scattered clouds,60.0
687,bandar-e lengeh,26.5579,54.8807,303.15,5.34,0.0,clear sky,62.0
688,oak ridge,36.0104,-84.2696,290.37,0.45,43.0,scattered clouds,60.0
689,tatvan,38.5067,42.2817,287.46,1.7,100.0,overcast clouds,55.0
690,otkaznoye,44.3264,43.8608,290.15,6.0,23.0,few clouds,39.0
691,butajira,8.1167,38.3667,289.25,1.95,93.0,moderate rain,90.0
692,ostrovnoy,68.0531,39.5131,272.42,3.86,99.0,overcast clouds,85.0
693,wiarton,44.7407,-81.1332,282.59,2.57,40.0,scattered clouds,76.0
694,hailar,49.2,119.7,280.22,1.3,56.0,broken clouds,44.0
695,aykhal,66.0,111.5,268.09,1.69,71.0,broken clouds,92.0
696,sola,-13.8833,167.55,299.15,6.73,20.0,few clouds,100.0
697,christchurch,-43.5333,172.6333,285.37,2.57,40.0,scattered clouds,87.0
698,beyneu,45.3167,55.2,284.75,2.03,100.0,overcast clouds,68.0
699,kjollefjord,70.9457,27.3465,275.15,3.09,20.0,few clouds,69.0
700,san cosme y damian,-27.3167,-56.35,288.15,4.63,75.0,broken clouds,77.0
701,galle,6.0367,80.217,300.14,2.73,89.0,overcast clouds,81.0
702,yaguajay,22.3272,-79.2378,304.42,4.37,0.0,clear sky,48.0
703,puerto madryn,-42.7692,-65.0385,288.2,3.33,14.0,few clouds,39.0
