"Date and Time Run #1","Time (s) Run #1","State Run #1","Time in Gate (s) Run #1","Speed (m/s) Run #1"
09/26/2022 10:02:22 am,73.898,1.00,,
09/26/2022 10:02:22 am,73.936,0.00,0.04,1.30
09/26/2022 10:02:26 am,77.548,1.00,,
09/26/2022 10:02:26 am,77.581,0.00,0.03,1.51
09/26/2022 10:02:30 am,81.134,1.00,,
09/26/2022 10:02:30 am,81.169,0.00,0.04,1.42
09/26/2022 10:02:33 am,84.793,1.00,,
09/26/2022 10:02:33 am,84.838,0.00,0.04,1.11
09/26/2022 10:02:37 am,88.398,1.00,,
09/26/2022 10:02:37 am,88.439,0.00,0.04,1.23
09/26/2022 10:02:41 am,92.022,1.00,,
09/26/2022 10:02:41 am,92.056,0.00,0.03,1.44
09/26/2022 10:02:44 am,95.656,1.00,,
09/26/2022 10:02:44 am,95.690,0.00,0.03,1.46
09/26/2022 10:02:48 am,99.277,1.00,,
09/26/2022 10:02:48 am,99.319,0.00,0.04,1.18
09/26/2022 10:02:51 am,102.873,1.00,,
09/26/2022 10:02:51 am,102.918,0.00,0.05,1.11
09/26/2022 10:02:55 am,106.548,1.00,,
09/26/2022 10:02:55 am,106.584,0.00,0.04,1.41
09/26/2022 10:02:59 am,110.131,1.00,,
09/26/2022 10:02:59 am,110.165,0.00,0.03,1.49
09/26/2022 10:03:02 am,113.783,1.00,,
09/26/2022 10:03:02 am,113.822,0.00,0.04,1.26
09/26/2022 10:03:06 am,117.379,1.00,,
09/26/2022 10:03:06 am,117.415,0.00,0.04,1.37
09/26/2022 10:03:10 am,121.043,1.00,,
09/26/2022 10:03:10 am,121.077,0.00,0.03,1.47
09/26/2022 10:03:13 am,124.616,1.00,,
09/26/2022 10:03:13 am,124.659,0.00,0.04,1.18
09/26/2022 10:03:17 am,128.275,1.00,,
09/26/2022 10:03:17 am,128.322,0.00,0.05,1.06
09/26/2022 10:03:20 am,131.884,1.00,,
09/26/2022 10:03:20 am,131.924,0.00,0.04,1.24
09/26/2022 10:03:24 am,135.509,1.00,,
09/26/2022 10:03:24 am,135.546,0.00,0.04,1.35
09/26/2022 10:03:28 am,139.126,1.00,,
09/26/2022 10:03:28 am,139.168,0.00,0.04,1.20
09/26/2022 10:03:31 am,142.763,1.00,,
09/26/2022 10:03:31 am,142.811,0.00,0.05,1.03
09/26/2022 10:03:35 am,146.347,1.00,,
09/26/2022 10:03:35 am,146.392,0.00,0.04,1.13
09/26/2022 10:03:39 am,150.022,1.00,,
09/26/2022 10:03:39 am,150.057,0.00,0.03,1.43
09/26/2022 10:03:42 am,153.606,1.00,,
09/26/2022 10:03:42 am,153.644,0.00,0.04,1.32
09/26/2022 10:03:46 am,157.264,1.00,,
09/26/2022 10:03:46 am,157.303,0.00,0.04,1.27
09/26/2022 10:03:49 am,160.854,1.00,,
09/26/2022 10:03:49 am,160.890,0.00,0.04,1.40
09/26/2022 10:03:53 am,164.521,1.00,,
09/26/2022 10:03:53 am,164.560,0.00,0.04,1.27
09/26/2022 10:03:57 am,168.092,1.00,,
09/26/2022 10:03:57 am,168.141,0.00,0.05,1.01
09/26/2022 10:04:00 am,171.747,1.00,,
09/26/2022 10:04:00 am,171.794,0.00,0.05,1.07
09/26/2022 10:04:04 am,175.366,1.00,,
09/26/2022 10:04:04 am,175.408,0.00,0.04,1.20
09/26/2022 10:04:07 am,178.985,1.00,,
09/26/2022 10:04:08 am,179.028,0.00,0.04,1.18
09/26/2022 10:04:11 am,182.602,1.00,,
09/26/2022 10:04:11 am,182.648,0.00,0.05,1.08
09/26/2022 10:04:15 am,186.253,1.00,,
09/26/2022 10:04:15 am,186.305,0.00,0.05,0.97
09/26/2022 10:04:18 am,189.832,1.00,,
09/26/2022 10:04:18 am,189.873,0.00,0.04,1.23
09/26/2022 10:04:22 am,193.505,1.00,,
09/26/2022 10:04:22 am,193.542,0.00,0.04,1.36
09/26/2022 10:04:26 am,197.088,1.00,,
09/26/2022 10:04:26 am,197.127,0.00,0.04,1.27
09/26/2022 10:04:29 am,200.748,1.00,,
09/26/2022 10:04:29 am,200.787,0.00,0.04,1.28
09/26/2022 10:04:33 am,204.329,1.00,,
09/26/2022 10:04:33 am,204.366,0.00,0.04,1.35
09/26/2022 10:04:36 am,207.998,1.00,,
09/26/2022 10:04:37 am,208.046,0.00,0.05,1.04
09/26/2022 10:04:40 am,211.572,1.00,,
09/26/2022 10:04:40 am,211.624,0.00,0.05,0.95
09/26/2022 10:04:44 am,215.226,1.00,,
09/26/2022 10:04:44 am,215.274,0.00,0.05,1.05
09/26/2022 10:04:47 am,218.846,1.00,,
09/26/2022 10:04:47 am,218.890,0.00,0.04,1.12
09/26/2022 10:04:51 am,222.472,1.00,,
09/26/2022 10:04:51 am,222.519,0.00,0.05,1.05
09/26/2022 10:04:55 am,226.073,1.00,,
09/26/2022 10:04:55 am,226.126,0.00,0.05,0.94
09/26/2022 10:04:58 am,229.739,1.00,,
09/26/2022 10:04:58 am,229.790,0.00,0.05,0.98
09/26/2022 10:05:02 am,233.316,1.00,,
09/26/2022 10:05:02 am,233.356,0.00,0.04,1.25
09/26/2022 10:05:05 am,236.984,1.00,,
09/26/2022 10:05:06 am,237.023,0.00,0.04,1.28
09/26/2022 10:05:09 am,240.570,1.00,,
09/26/2022 10:05:09 am,240.610,0.00,0.04,1.23
09/26/2022 10:05:13 am,244.233,1.00,,
09/26/2022 10:05:13 am,244.271,0.00,0.04,1.29
09/26/2022 10:05:16 am,247.804,1.00,,
09/26/2022 10:05:16 am,247.848,0.00,0.04,1.16
09/26/2022 10:05:20 am,251.473,1.00,,
09/26/2022 10:05:20 am,251.527,0.00,0.05,0.92
09/26/2022 10:05:24 am,255.057,1.00,,
09/26/2022 10:05:24 am,255.111,0.00,0.05,0.93
09/26/2022 10:05:27 am,258.698,1.00,,
09/26/2022 10:05:27 am,258.747,0.00,0.05,1.01
09/26/2022 10:05:31 am,262.316,1.00,,
09/26/2022 10:05:31 am,262.365,0.00,0.05,1.02
09/26/2022 10:05:34 am,265.948,1.00,,
09/26/2022 10:05:35 am,266.001,0.00,0.05,0.94
09/26/2022 10:05:38 am,269.535,1.00,,
09/26/2022 10:05:38 am,269.592,0.00,0.06,0.89
09/26/2022 10:05:42 am,273.216,1.00,,
09/26/2022 10:05:42 am,273.264,0.00,0.05,1.04
09/26/2022 10:05:45 am,276.784,1.00,,
09/26/2022 10:05:45 am,276.825,0.00,0.04,1.23
09/26/2022 10:05:49 am,280.458,1.00,,
09/26/2022 10:05:49 am,280.499,0.00,0.04,1.21
09/26/2022 10:05:53 am,284.030,1.00,,
09/26/2022 10:05:53 am,284.072,0.00,0.04,1.21
09/26/2022 10:05:56 am,287.708,1.00,,
09/26/2022 10:05:56 am,287.750,0.00,0.04,1.18
09/26/2022 10:06:00 am,291.264,1.00,,
09/26/2022 10:06:00 am,291.315,0.00,0.05,0.97
09/26/2022 10:06:03 am,294.940,1.00,,
09/26/2022 10:06:03 am,294.999,0.00,0.06,0.84
09/26/2022 10:06:07 am,298.528,1.00,,
09/26/2022 10:06:07 am,298.583,0.00,0.06,0.90
09/26/2022 10:06:11 am,302.175,1.00,,
09/26/2022 10:06:11 am,302.228,0.00,0.05,0.94
09/26/2022 10:06:14 am,305.782,1.00,,
09/26/2022 10:06:14 am,305.836,0.00,0.05,0.91
09/26/2022 10:06:18 am,309.431,1.00,,
09/26/2022 10:06:18 am,309.491,0.00,0.06,0.83
09/26/2022 10:06:21 am,313.000,1.00,,
09/26/2022 10:06:22 am,313.057,0.00,0.06,0.87
09/26/2022 10:06:25 am,316.691,1.00,,
09/26/2022 10:06:25 am,316.738,0.00,0.05,1.05
09/26/2022 10:06:29 am,320.255,1.00,,
09/26/2022 10:06:29 am,320.298,0.00,0.04,1.15
09/26/2022 10:06:32 am,323.929,1.00,,
09/26/2022 10:06:32 am,323.973,0.00,0.04,1.13
09/26/2022 10:06:36 am,327.497,1.00,,
09/26/2022 10:06:36 am,327.541,0.00,0.04,1.14
09/26/2022 10:06:40 am,331.175,1.00,,
09/26/2022 10:06:40 am,331.225,0.00,0.05,1.01
09/26/2022 10:06:43 am,334.731,1.00,,
09/26/2022 10:06:43 am,334.791,0.00,0.06,0.84
09/26/2022 10:06:47 am,338.402,1.00,,
09/26/2022 10:06:47 am,338.464,0.00,0.06,0.80
09/26/2022 10:06:50 am,341.998,1.00,,
09/26/2022 10:06:51 am,342.056,0.00,0.06,0.86
09/26/2022 10:06:54 am,345.641,1.00,,
09/26/2022 10:06:54 am,345.699,0.00,0.06,0.86
09/26/2022 10:06:58 am,349.240,1.00,,
09/26/2022 10:06:58 am,349.301,0.00,0.06,0.82
09/26/2022 10:07:01 am,352.903,1.00,,
09/26/2022 10:07:01 am,352.967,0.00,0.06,0.78
09/26/2022 10:07:05 am,356.473,1.00,,
09/26/2022 10:07:05 am,356.530,0.00,0.06,0.89
09/26/2022 10:07:09 am,360.165,1.00,,
09/26/2022 10:07:09 am,360.212,0.00,0.05,1.06
09/26/2022 10:07:12 am,363.729,1.00,,
09/26/2022 10:07:12 am,363.775,0.00,0.05,1.08
09/26/2022 10:07:16 am,367.408,1.00,,
09/26/2022 10:07:16 am,367.454,0.00,0.05,1.08
09/26/2022 10:07:19 am,370.969,1.00,,
09/26/2022 10:07:20 am,371.017,0.00,0.05,1.04
09/26/2022 10:07:23 am,374.656,1.00,,
09/26/2022 10:07:23 am,374.714,0.00,0.06,0.86
09/26/2022 10:07:27 am,378.215,1.00,,
09/26/2022 10:07:27 am,378.282,0.00,0.07,0.75
09/26/2022 10:07:30 am,381.879,1.00,,
09/26/2022 10:07:30 am,381.943,0.00,0.06,0.78
09/26/2022 10:07:34 am,385.477,1.00,,
09/26/2022 10:07:34 am,385.538,0.00,0.06,0.82
09/26/2022 10:07:38 am,389.120,1.00,,
09/26/2022 10:07:38 am,389.182,0.00,0.06,0.81
09/26/2022 10:07:41 am,392.696,1.00,,
09/26/2022 10:07:41 am,392.763,0.00,0.07,0.74
09/26/2022 10:07:45 am,396.376,1.00,,
09/26/2022 10:07:45 am,396.441,0.00,0.06,0.77
09/26/2022 10:07:48 am,399.941,1.00,,
09/26/2022 10:07:48 am,399.996,0.00,0.05,0.92
09/26/2022 10:07:52 am,403.641,1.00,,
09/26/2022 10:07:52 am,403.689,0.00,0.05,1.05
09/26/2022 10:07:56 am,407.204,1.00,,
09/26/2022 10:07:56 am,407.252,0.00,0.05,1.04
09/26/2022 10:07:59 am,410.889,1.00,,
09/26/2022 10:07:59 am,410.937,0.00,0.05,1.04
09/26/2022 10:08:03 am,414.442,1.00,,
09/26/2022 10:08:03 am,414.496,0.00,0.05,0.91
09/26/2022 10:08:07 am,418.132,1.00,,
09/26/2022 10:08:07 am,418.196,0.00,0.06,0.78
09/26/2022 10:08:10 am,421.692,1.00,,
09/26/2022 10:08:10 am,421.762,0.00,0.07,0.72
09/26/2022 10:08:14 am,425.358,1.00,,
09/26/2022 10:08:14 am,425.422,0.00,0.06,0.78
09/26/2022 10:08:17 am,428.948,1.00,,
09/26/2022 10:08:18 am,429.012,0.00,0.06,0.77
09/26/2022 10:08:21 am,432.598,1.00,,
09/26/2022 10:08:21 am,432.664,0.00,0.07,0.75
09/26/2022 10:08:25 am,436.174,1.00,,
09/26/2022 10:08:25 am,436.244,0.00,0.07,0.71
09/26/2022 10:08:28 am,439.864,1.00,,
09/26/2022 10:08:28 am,439.927,0.00,0.06,0.80
09/26/2022 10:08:32 am,443.423,1.00,,
09/26/2022 10:08:32 am,443.476,0.00,0.05,0.94
09/26/2022 10:08:36 am,447.114,1.00,,
09/26/2022 10:08:36 am,447.163,0.00,0.05,1.00
09/26/2022 10:08:39 am,450.673,1.00,,
09/26/2022 10:08:39 am,450.724,0.00,0.05,0.99
09/26/2022 10:08:43 am,454.367,1.00,,
09/26/2022 10:08:43 am,454.420,0.00,0.05,0.95
09/26/2022 10:08:46 am,457.909,1.00,,
09/26/2022 10:08:46 am,457.973,0.00,0.06,0.78
09/26/2022 10:08:50 am,461.602,1.00,,
09/26/2022 10:08:50 am,461.673,0.00,0.07,0.70
09/26/2022 10:08:54 am,465.170,1.00,,
09/26/2022 10:08:54 am,465.242,0.00,0.07,0.69
09/26/2022 10:08:57 am,468.834,1.00,,
09/26/2022 10:08:57 am,468.902,0.00,0.07,0.74
09/26/2022 10:09:01 am,472.427,1.00,,
09/26/2022 10:09:01 am,472.497,0.00,0.07,0.72
09/26/2022 10:09:05 am,476.091,1.00,,
09/26/2022 10:09:05 am,476.164,0.00,0.07,0.68
09/26/2022 10:09:08 am,479.648,1.00,,
09/26/2022 10:09:08 am,479.721,0.00,0.07,0.69
09/26/2022 10:09:12 am,483.360,1.00,,
09/26/2022 10:09:12 am,483.422,0.00,0.06,0.81
09/26/2022 10:09:15 am,486.907,1.00,,
09/26/2022 10:09:15 am,486.962,0.00,0.06,0.90
09/26/2022 10:09:19 am,490.612,1.00,,
09/26/2022 10:09:19 am,490.666,0.00,0.05,0.92
09/26/2022 10:09:23 am,494.154,1.00,,
09/26/2022 10:09:23 am,494.209,0.00,0.06,0.90
09/26/2022 10:09:26 am,497.851,1.00,,
09/26/2022 10:09:26 am,497.913,0.00,0.06,0.80
09/26/2022 10:09:30 am,501.389,1.00,,
09/26/2022 10:09:30 am,501.463,0.00,0.07,0.67
09/26/2022 10:09:34 am,505.080,1.00,,
09/26/2022 10:09:34 am,505.158,0.00,0.08,0.64
09/26/2022 10:09:37 am,508.658,1.00,,
09/26/2022 10:09:37 am,508.734,0.00,0.08,0.66
09/26/2022 10:09:41 am,512.317,1.00,,
09/26/2022 10:09:41 am,512.391,0.00,0.07,0.68
09/26/2022 10:09:44 am,515.893,1.00,,
09/26/2022 10:09:44 am,515.971,0.00,0.08,0.64
09/26/2022 10:09:48 am,519.576,1.00,,
09/26/2022 10:09:48 am,519.656,0.00,0.08,0.63
09/26/2022 10:09:52 am,523.128,1.00,,
09/26/2022 10:09:52 am,523.201,0.00,0.07,0.68
09/26/2022 10:09:55 am,526.852,1.00,,
09/26/2022 10:09:55 am,526.914,0.00,0.06,0.81
09/26/2022 10:09:59 am,530.393,1.00,,
09/26/2022 10:09:59 am,530.452,0.00,0.06,0.85
09/26/2022 10:10:03 am,534.096,1.00,,
09/26/2022 10:10:03 am,534.154,0.00,0.06,0.86
09/26/2022 10:10:06 am,537.628,1.00,,
09/26/2022 10:10:06 am,537.690,0.00,0.06,0.80
09/26/2022 10:10:10 am,541.333,1.00,,
09/26/2022 10:10:10 am,541.405,0.00,0.07,0.69
09/26/2022 10:10:13 am,544.863,1.00,,
09/26/2022 10:10:13 am,544.946,0.00,0.08,0.61
09/26/2022 10:10:17 am,548.559,1.00,,
09/26/2022 10:10:17 am,548.640,0.00,0.08,0.62
09/26/2022 10:10:21 am,552.134,1.00,,
09/26/2022 10:10:21 am,552.213,0.00,0.08,0.63
09/26/2022 10:10:24 am,555.799,1.00,,
09/26/2022 10:10:24 am,555.878,0.00,0.08,0.63
09/26/2022 10:10:28 am,559.370,1.00,,
09/26/2022 10:10:28 am,559.453,0.00,0.08,0.60
09/26/2022 10:10:32 am,563.067,1.00,,
09/26/2022 10:10:32 am,563.148,0.00,0.08,0.62
09/26/2022 10:10:35 am,566.614,1.00,,
09/26/2022 10:10:35 am,566.685,0.00,0.07,0.70
09/26/2022 10:10:39 am,570.328,1.00,,
09/26/2022 10:10:39 am,570.390,0.00,0.06,0.80
09/26/2022 10:10:42 am,573.863,1.00,,
09/26/2022 10:10:42 am,573.924,0.00,0.06,0.82
09/26/2022 10:10:46 am,577.571,1.00,,
09/26/2022 10:10:46 am,577.634,0.00,0.06,0.80
09/26/2022 10:10:50 am,581.101,1.00,,
09/26/2022 10:10:50 am,581.171,0.00,0.07,0.71
09/26/2022 10:10:53 am,584.815,1.00,,
09/26/2022 10:10:53 am,584.897,0.00,0.08,0.61
09/26/2022 10:10:57 am,588.350,1.00,,
09/26/2022 10:10:57 am,588.438,0.00,0.09,0.57
09/26/2022 10:11:01 am,592.037,1.00,,
09/26/2022 10:11:01 am,592.122,0.00,0.09,0.59
09/26/2022 10:11:04 am,595.613,1.00,,
09/26/2022 10:11:04 am,595.697,0.00,0.08,0.59
09/26/2022 10:11:08 am,599.289,1.00,,
09/26/2022 10:11:08 am,599.376,0.00,0.09,0.58
09/26/2022 10:11:11 am,602.847,1.00,,
09/26/2022 10:11:11 am,602.934,0.00,0.09,0.57
09/26/2022 10:11:15 am,606.558,1.00,,
09/26/2022 10:11:15 am,606.639,0.00,0.08,0.62
09/26/2022 10:11:19 am,610.093,1.00,,
09/26/2022 10:11:19 am,610.164,0.00,0.07,0.70
09/26/2022 10:11:22 am,613.811,1.00,,
09/26/2022 10:11:22 am,613.877,0.00,0.07,0.76
