"Date and Time Run #1","Time (s) Run #1","State Run #1","Time in Gate (s) Run #1","Speed (m/s) Run #1"
09/19/2022 10:04:41 am,122.922,0.00,0.02,2.11
09/19/2022 10:04:45 am,126.802,1.00,,
09/19/2022 10:04:45 am,126.823,0.00,0.02,2.39
09/19/2022 10:04:49 am,130.170,1.00,,
09/19/2022 10:04:49 am,130.191,0.00,0.02,2.39
09/19/2022 10:04:53 am,134.082,1.00,,
09/19/2022 10:04:53 am,134.103,0.00,0.02,2.34
09/19/2022 10:04:56 am,137.456,1.00,,
09/19/2022 10:04:56 am,137.480,0.00,0.02,2.03
09/19/2022 10:05:00 am,141.349,1.00,,
09/19/2022 10:05:00 am,141.375,0.00,0.03,1.88
09/19/2022 10:05:03 am,144.744,1.00,,
09/19/2022 10:05:03 am,144.769,0.00,0.03,1.99
09/19/2022 10:05:07 am,148.632,1.00,,
09/19/2022 10:05:07 am,148.655,0.00,0.02,2.13
09/19/2022 10:05:11 am,152.023,1.00,,
09/19/2022 10:05:11 am,152.046,0.00,0.02,2.15
09/19/2022 10:05:14 am,155.915,1.00,,
09/19/2022 10:05:14 am,155.941,0.00,0.03,1.98
09/19/2022 10:05:18 am,159.302,1.00,,
09/19/2022 10:05:18 am,159.329,0.00,0.03,1.84
09/19/2022 10:05:22 am,163.204,1.00,,
09/19/2022 10:05:22 am,163.230,0.00,0.03,1.89
09/19/2022 10:05:25 am,166.573,1.00,,
09/19/2022 10:05:25 am,166.596,0.00,0.02,2.16
09/19/2022 10:05:29 am,170.497,1.00,,
09/19/2022 10:05:29 am,170.519,0.00,0.02,2.21
09/19/2022 10:05:32 am,173.852,1.00,,
09/19/2022 10:05:32 am,173.875,0.00,0.02,2.21
09/19/2022 10:05:36 am,177.774,1.00,,
09/19/2022 10:05:36 am,177.798,0.00,0.02,2.00
09/19/2022 10:05:40 am,181.139,1.00,,
09/19/2022 10:05:40 am,181.166,0.00,0.03,1.85
09/19/2022 10:05:44 am,185.044,1.00,,
09/19/2022 10:05:44 am,185.072,0.00,0.03,1.79
09/19/2022 10:05:47 am,188.424,1.00,,
09/19/2022 10:05:47 am,188.449,0.00,0.03,1.96
09/19/2022 10:05:51 am,192.329,1.00,,
09/19/2022 10:05:51 am,192.354,0.00,0.03,1.99
09/19/2022 10:05:54 am,195.700,1.00,,
09/19/2022 10:05:54 am,195.726,0.00,0.03,1.97
09/19/2022 10:05:58 am,199.605,1.00,,
09/19/2022 10:05:58 am,199.634,0.00,0.03,1.75
09/19/2022 10:06:01 am,202.974,1.00,,
09/19/2022 10:06:02 am,203.003,0.00,0.03,1.75
09/19/2022 10:06:05 am,206.900,1.00,,
09/19/2022 10:06:05 am,206.927,0.00,0.03,1.85
09/19/2022 10:06:09 am,210.247,1.00,,
09/19/2022 10:06:09 am,210.271,0.00,0.02,2.07
09/19/2022 10:06:13 am,214.190,1.00,,
09/19/2022 10:06:13 am,214.215,0.00,0.02,2.05
09/19/2022 10:06:16 am,217.526,1.00,,
09/19/2022 10:06:16 am,217.551,0.00,0.03,2.00
09/19/2022 10:06:20 am,221.462,1.00,,
09/19/2022 10:06:20 am,221.491,0.00,0.03,1.72
09/19/2022 10:06:23 am,224.816,1.00,,
09/19/2022 10:06:23 am,224.846,0.00,0.03,1.67
09/19/2022 10:06:27 am,228.736,1.00,,
09/19/2022 10:06:27 am,228.765,0.00,0.03,1.74
09/19/2022 10:06:31 am,232.098,1.00,,
09/19/2022 10:06:31 am,232.125,0.00,0.03,1.87
09/19/2022 10:06:35 am,236.020,1.00,,
09/19/2022 10:06:35 am,236.048,0.00,0.03,1.82
09/19/2022 10:06:38 am,239.378,1.00,,
09/19/2022 10:06:38 am,239.407,0.00,0.03,1.75
09/19/2022 10:06:42 am,243.302,1.00,,
09/19/2022 10:06:42 am,243.333,0.00,0.03,1.60
09/19/2022 10:06:45 am,246.649,1.00,,
09/19/2022 10:06:45 am,246.678,0.00,0.03,1.71
09/19/2022 10:06:49 am,250.596,1.00,,
09/19/2022 10:06:49 am,250.623,0.00,0.03,1.85
09/19/2022 10:06:52 am,253.919,1.00,,
09/19/2022 10:06:52 am,253.944,0.00,0.03,1.97
09/19/2022 10:06:56 am,257.877,1.00,,
09/19/2022 10:06:56 am,257.904,0.00,0.03,1.89
09/19/2022 10:07:00 am,261.198,1.00,,
09/19/2022 10:07:00 am,261.227,0.00,0.03,1.74
09/19/2022 10:07:04 am,265.146,1.00,,
09/19/2022 10:07:04 am,265.178,0.00,0.03,1.57
09/19/2022 10:07:07 am,268.488,1.00,,
09/19/2022 10:07:07 am,268.519,0.00,0.03,1.59
09/19/2022 10:07:11 am,272.426,1.00,,
09/19/2022 10:07:11 am,272.456,0.00,0.03,1.65
09/19/2022 10:07:14 am,275.767,1.00,,
09/19/2022 10:07:14 am,275.796,0.00,0.03,1.73
09/19/2022 10:07:18 am,279.708,1.00,,
09/19/2022 10:07:18 am,279.739,0.00,0.03,1.62
09/19/2022 10:07:22 am,283.046,1.00,,
09/19/2022 10:07:22 am,283.078,0.00,0.03,1.56
09/19/2022 10:07:25 am,286.993,1.00,,
09/19/2022 10:07:26 am,287.026,0.00,0.03,1.52
09/19/2022 10:07:29 am,290.314,1.00,,
09/19/2022 10:07:29 am,290.345,0.00,0.03,1.65
09/19/2022 10:07:33 am,294.291,1.00,,
09/19/2022 10:07:33 am,294.319,0.00,0.03,1.77
09/19/2022 10:07:36 am,297.591,1.00,,
09/19/2022 10:07:36 am,297.618,0.00,0.03,1.84
09/19/2022 10:07:40 am,301.569,1.00,,
09/19/2022 10:07:40 am,301.599,0.00,0.03,1.64
09/19/2022 10:07:43 am,304.877,1.00,,
09/19/2022 10:07:43 am,304.909,0.00,0.03,1.56
09/19/2022 10:07:47 am,308.838,1.00,,
09/19/2022 10:07:47 am,308.872,0.00,0.03,1.44
09/19/2022 10:07:51 am,312.163,1.00,,
09/19/2022 10:07:51 am,312.196,0.00,0.03,1.55
09/19/2022 10:07:55 am,316.171,1.00,,
09/19/2022 10:07:55 am,316.199,0.00,0.03,1.75
09/19/2022 10:07:58 am,319.422,1.00,,
09/19/2022 10:07:58 am,319.457,0.00,0.04,1.41
09/19/2022 10:08:02 am,323.408,1.00,,
09/19/2022 10:08:02 am,323.446,0.00,0.04,1.32
09/19/2022 10:08:05 am,326.695,1.00,,
09/19/2022 10:08:05 am,326.731,0.00,0.04,1.38
09/19/2022 10:08:09 am,330.697,1.00,,
09/19/2022 10:08:09 am,330.734,0.00,0.04,1.34
09/19/2022 10:08:12 am,333.966,1.00,,
09/19/2022 10:08:12 am,333.998,0.00,0.03,1.52
09/19/2022 10:08:16 am,337.997,1.00,,
09/19/2022 10:08:17 am,338.026,0.00,0.03,1.75
09/19/2022 10:08:20 am,341.252,1.00,,
09/19/2022 10:08:20 am,341.281,0.00,0.03,1.69
09/19/2022 10:08:24 am,345.262,1.00,,
09/19/2022 10:08:24 am,345.296,0.00,0.03,1.47
09/19/2022 10:08:27 am,348.527,1.00,,
09/19/2022 10:08:27 am,348.560,0.00,0.03,1.51
09/19/2022 10:08:31 am,352.570,1.00,,
09/19/2022 10:08:31 am,352.606,0.00,0.04,1.42
09/19/2022 10:08:34 am,355.796,1.00,,
09/19/2022 10:08:34 am,355.833,0.00,0.04,1.33
09/19/2022 10:08:38 am,359.904,1.00,,
09/19/2022 10:08:38 am,359.947,0.00,0.04,1.18
09/19/2022 10:08:42 am,363.025,1.00,,
09/19/2022 10:08:42 am,363.062,0.00,0.04,1.36
09/19/2022 10:08:46 am,367.137,1.00,,
09/19/2022 10:08:46 am,367.186,0.00,0.05,1.02
09/19/2022 10:08:49 am,370.309,1.00,,
09/19/2022 10:08:49 am,370.352,0.00,0.04,1.18
09/19/2022 10:08:53 am,374.432,1.00,,
09/19/2022 10:08:53 am,374.479,0.00,0.05,1.07
09/19/2022 10:08:56 am,377.572,1.00,,
09/19/2022 10:08:56 am,377.608,0.00,0.04,1.39
09/19/2022 10:09:00 am,381.764,1.00,,
09/19/2022 10:09:00 am,381.791,0.00,0.03,1.86
09/19/2022 10:09:03 am,384.838,1.00,,
09/19/2022 10:09:03 am,384.880,0.00,0.04,1.19
09/19/2022 10:09:08 am,389.043,1.00,,
09/19/2022 10:09:08 am,389.072,0.00,0.03,1.75
09/19/2022 10:09:11 am,392.112,1.00,,
09/19/2022 10:09:11 am,392.154,0.00,0.04,1.18
09/19/2022 10:09:15 am,396.494,1.00,,
09/19/2022 10:09:15 am,396.519,0.00,0.03,1.95
09/19/2022 10:09:18 am,399.304,1.00,,
09/19/2022 10:09:18 am,399.343,0.00,0.04,1.29
09/19/2022 10:09:22 am,403.648,1.00,,
09/19/2022 10:09:22 am,403.707,0.00,0.06,0.85
