"Date and Time Run #1","Time (s) Run #1","State Run #1","Time in Gate (s) Run #1","Speed (m/s) Run #1"
09/26/2022 09:36:48 am,602.667,1.00,,
09/26/2022 09:36:48 am,602.807,0.00,0.14,0.36
09/26/2022 09:36:53 am,607.226,1.00,,
09/26/2022 09:36:53 am,607.335,0.00,0.11,0.46
09/26/2022 09:36:55 am,609.832,1.00,,
09/26/2022 09:36:55 am,609.954,0.00,0.12,0.41
09/26/2022 09:37:00 am,614.437,1.00,,
09/26/2022 09:37:00 am,614.578,0.00,0.14,0.36
09/26/2022 09:37:03 am,617.146,1.00,,
09/26/2022 09:37:03 am,617.273,0.00,0.13,0.39
